# mu2 e0_GS e_exact e_diff
-1.99900 -0.000053511415835 -0.000075530742275 0.000022019326440
-1.95942 -0.016655357225498 -0.016289554274279 0.000365802951219
-1.91983 -0.039481177147208 -0.038978700648546 0.000502476498662
-1.88025 -0.063501655761639 -0.062688056810768 0.000813598950872
-1.84066 -0.087332646672439 -0.086096844778907 0.001235801893532
-1.80108 -0.109953953021380 -0.108754266668999 0.001199686352381
-1.76150 -0.131738931072857 -0.130505068905257 0.001233862167600
-1.72191 -0.152655052296632 -0.151311349105336 0.001343703191296
-1.68233 -0.172554062677289 -0.171184984982009 0.001369077695280
-1.64274 -0.191529984065461 -0.190158950685879 0.001371033379582
-1.60316 -0.209643656678032 -0.208274287734139 0.001369368943893
-1.56357 -0.226963289772680 -0.225573972589678 0.001389317183002
-1.52399 -0.243511220390708 -0.242100018220457 0.001411202170251
-1.48441 -0.259287363318183 -0.257892157535072 0.001395205783111
-1.44482 -0.274388575517214 -0.272987320081461 0.001401255435753
-1.40524 -0.288812806151619 -0.287419509272060 0.001393296879559
-1.36565 -0.302619829038731 -0.301219878464451 0.001399950574280
-1.32607 -0.315818018271525 -0.314416900272972 0.001401117998552
-1.28649 -0.328441057021622 -0.327036573333702 0.001404483687920
-1.24690 -0.340494688854340 -0.339102637247478 0.001392051606863
-1.20732 -0.352034799416056 -0.350636780753512 0.001398018662544
-1.16773 -0.363053468602057 -0.361658836000547 0.001394632601510
-1.12815 -0.373579396284391 -0.372186956041500 0.001392440242891
-1.08856 -0.383632740789855 -0.382237774967149 0.001394965822706
-1.04898 -0.393224880849324 -0.391826551283336 0.001398329565988
-1.00940 -0.402358497602783 -0.400967295708434 0.001391201894349
-0.96981 -0.411059226945085 -0.409672884796854 0.001386342148231
-0.93023 -0.419347852189702 -0.417955161835804 0.001392690353899
-0.89064 -0.427216033944635 -0.425825026405451 0.001391007539184
-0.85106 -0.434679527480483 -0.433292513887932 0.001387013592552
-0.81148 -0.441755332122597 -0.440366866086974 0.001388466035623
-0.77189 -0.448448777721309 -0.447056593993186 0.001392183728123
-0.73231 -0.454758605214320 -0.453369533608677 0.001389071605642
-0.69272 -0.460696725087621 -0.459312895632652 0.001383829454969
-0.65314 -0.466279476345721 -0.464893309708575 0.001386166637147
-0.61355 -0.471507203240488 -0.470116863843658 0.001390339396830
-0.57397 -0.476376468529230 -0.474989139532188 0.001387328997041
-0.53439 -0.480900081871186 -0.479515243044791 0.001384838826395
-0.49480 -0.485085918417914 -0.483699833285032 0.001386085132882
-0.45522 -0.488936826816501 -0.487547146561784 0.001389680254717
-0.41563 -0.492447750226943 -0.491061018579580 0.001386731647362
-0.37605 -0.495628962126656 -0.494244903908735 0.001384058217921
-0.33647 -0.498487578411741 -0.497101893161656 0.001385685250085
-0.29688 -0.501022946726786 -0.499634728070658 0.001388218656128
-0.25730 -0.503232825604846 -0.501845814635172 0.001387010969674
-0.21771 -0.505122636065296 -0.503737234481896 0.001385401583400
-0.17813 -0.506696429815725 -0.505310754559731 0.001385675255993
-0.13854 -0.507955057616192 -0.506567835271834 0.001387222344358
-0.09896 -0.508896246632297 -0.507509637129389 0.001386609502909
-0.05938 -0.509523046962018 -0.508137025995508 0.001386020966510
-0.01979 -0.509836813470347 -0.508450576972626 0.001386236497720
0.01979 -0.509836813470347 -0.508450576972626 0.001386236497721
0.05938 -0.509523046962017 -0.508137025995508 0.001386020966509
0.09896 -0.508896246632297 -0.507509637129389 0.001386609502908
0.13854 -0.507955057616193 -0.506567835271834 0.001387222344359
0.17813 -0.506696429815724 -0.505310754559731 0.001385675255993
0.21771 -0.505122636065296 -0.503737234481896 0.001385401583400
0.25730 -0.503232825604846 -0.501845814635172 0.001387010969674
0.29688 -0.501022946726785 -0.499634728070658 0.001388218656127
0.33647 -0.498487578411742 -0.497101893161656 0.001385685250085
0.37605 -0.495628962126657 -0.494244903908735 0.001384058217921
0.41563 -0.492447750226943 -0.491061018579580 0.001386731647363
0.45522 -0.488936826816501 -0.487547146561784 0.001389680254717
0.49480 -0.485085918417914 -0.483699833285032 0.001386085132882
0.53439 -0.480900081871186 -0.479515243044792 0.001384838826394
0.57397 -0.476376468529229 -0.474989139532188 0.001387328997041
0.61355 -0.471507203240488 -0.470116863843658 0.001390339396831
0.65314 -0.466279476345721 -0.464893309708575 0.001386166637147
0.69272 -0.460696725087621 -0.459312895632652 0.001383829454970
0.73231 -0.454758605214320 -0.453369533608677 0.001389071605642
0.77189 -0.448448777721310 -0.447056593993186 0.001392183728124
0.81148 -0.441755332122597 -0.440366866086974 0.001388466035622
0.85106 -0.434679527480485 -0.433292513887932 0.001387013592553
0.89064 -0.427216033944635 -0.425825026405451 0.001391007539184
0.93023 -0.419347852189703 -0.417955161835804 0.001392690353899
0.96981 -0.411059226945085 -0.409672884796854 0.001386342148230
1.00940 -0.402358497602783 -0.400967295708434 0.001391201894349
1.04898 -0.393224880849324 -0.391826551283336 0.001398329565988
1.08856 -0.383632740789855 -0.382237774967149 0.001394965822706
1.12815 -0.373579396284392 -0.372186956041500 0.001392440242891
