# mu2 n0_GS n_exact n_diff
-1.99900 0.000000000000000 0.000006916694511 0.000006916694511
-1.95942 0.000000000000000 0.001781221994849 0.001781221994849
-1.91983 0.011423992577178 0.004925729322154 0.006498263255024
-1.88025 0.011423992577178 0.008957249511092 0.002466743066086
-1.84066 0.011423992577178 0.013693079065938 0.002269086488760
-1.80108 0.011423992577178 0.019025045775395 0.007601053198217
-1.76150 0.011423992577178 0.024878672261752 0.013454679684575
-1.72191 0.053794562400067 0.031198265415396 0.022596296984670
-1.68233 0.053794562400067 0.037939919284301 0.015854643115766
-1.64274 0.053794562400067 0.045067719990587 0.008726842409480
-1.60316 0.053794562400067 0.052551478968395 0.001243083431671
-1.56357 0.053794562400067 0.060365281612294 0.006570719212227
-1.52399 0.053794562400067 0.068486507709559 0.014691945309493
-1.48441 0.053794562400067 0.076895142293646 0.023100579893580
-1.44482 0.053794562400067 0.085573274269360 0.031778711869293
-1.40524 0.137823415405512 0.094504721384601 0.043318694020911
-1.36565 0.137823415405512 0.103674743080755 0.034148672324757
-1.32607 0.137823415405511 0.113069816198790 0.024753599206721
-1.28649 0.137823415405512 0.122677456731747 0.015145958673765
-1.24690 0.137823415405512 0.132486076015376 0.005337339390136
-1.20732 0.137823415405512 0.142484863145359 0.004661447739847
-1.16773 0.137823415405511 0.152663687688795 0.014840272283283
-1.12815 0.137823415405512 0.163013018323177 0.025189602917665
-1.08856 0.137823415405512 0.173523854134912 0.035700438729400
-1.04898 0.137823415405512 0.184187666094526 0.046364250689014
-1.00940 0.137823415405512 0.194996346796845 0.057172931391334
-0.96981 0.262815116026959 0.205942166975961 0.056872949050997
-0.93023 0.262815116026959 0.217017737619988 0.045797378406971
-0.89064 0.262815116026959 0.228215976750102 0.034599139276857
-0.85106 0.262815116026959 0.239530080111346 0.023285035915613
-0.81148 0.262815116026958 0.250953495164889 0.011861620862069
-0.77189 0.262815116026959 0.262479897882571 0.000335218144387
-0.73231 0.262815116026959 0.274103171932183 0.011288055905224
-0.69272 0.262815116026959 0.285817389911915 0.023002273884957
-0.65314 0.262815116026959 0.297616796348315 0.034801680321356
-0.61355 0.262815116026959 0.309495792217372 0.046680676190413
-0.57397 0.262815116026959 0.321448920785109 0.058633804758150
-0.53439 0.262815116026959 0.333470854594163 0.070655738567205
-0.49480 0.417362270450752 0.345556383447464 0.071805887003288
-0.45522 0.417362270450751 0.357700403260652 0.059661867190099
-0.41563 0.417362270450752 0.369897905671684 0.047464364779068
-0.37605 0.417362270450751 0.382143968310215 0.035218302140537
-0.33647 0.417362270450751 0.394433745641064 0.022928524809687
-0.29688 0.417362270450751 0.406762460305896 0.010599810144856
-0.25730 0.417362270450751 0.419125394895370 0.001763124444619
-0.21771 0.417362270450751 0.431517884091047 0.014155613640296
-0.17813 0.417362270450751 0.443935307121657 0.026573036670906
-0.13854 0.417362270450751 0.456373080483527 0.039010810032776
-0.09896 0.417362270450751 0.468826650878371 0.051464380427620
-0.05938 0.417362270450752 0.481291488325034 0.063929217874282
-0.01979 0.417362270450751 0.493763079404064 0.076400808953313
0.01979 0.582637729549249 0.506236920595941 0.076400808953307
0.05938 0.582637729549249 0.518708511674971 0.063929217874277
0.09896 0.582637729549249 0.531173349121630 0.051464380427619
0.13854 0.582637729549248 0.543626919516474 0.039010810032774
0.17813 0.582637729549248 0.556064692878344 0.026573036670904
0.21771 0.582637729549249 0.568482115908954 0.014155613640295
0.25730 0.582637729549249 0.580874605104626 0.001763124444622
0.29688 0.582637729549249 0.593237539694106 0.010599810144857
0.33647 0.582637729549248 0.605566254358937 0.022928524809689
0.37605 0.582637729549248 0.617856031689787 0.035218302140538
0.41563 0.582637729549248 0.630102094328322 0.047464364779073
0.45522 0.582637729549249 0.642299596739349 0.059661867190100
0.49480 0.582637729549248 0.654443616552537 0.071805887003289
0.53439 0.737184883973041 0.666529145405836 0.070655738567206
0.57397 0.737184883973041 0.678551079214897 0.058633804758145
0.61355 0.737184883973042 0.690504207782634 0.046680676190407
0.65314 0.737184883973041 0.702383203651689 0.034801680321353
0.69272 0.737184883973041 0.714182610088084 0.023002273884958
0.73231 0.737184883973041 0.725896828067816 0.011288055905226
0.77189 0.737184883973042 0.737520102117432 0.000335218144390
0.81148 0.737184883973042 0.749046504835112 0.011861620862070
0.85106 0.737184883973041 0.760469919888660 0.023285035915618
0.89064 0.737184883973041 0.771784023249901 0.034599139276860
0.93023 0.737184883973041 0.782982262380016 0.045797378406974
0.96981 0.737184883973041 0.794057833024042 0.056872949051001
1.00940 0.862176584594488 0.805003653203158 0.057172931391330
1.04898 0.862176584594488 0.815812333905480 0.046364250689009
1.08856 0.862176584594488 0.826476145865091 0.035700438729397
1.12815 0.862176584594488 0.836986981676825 0.025189602917664
1.16773 0.862176584594488 0.847336312311213 0.014840272283275
1.20732 0.862176584594488 0.857515136854640 0.004661447739848
1.24690 0.862176584594489 0.867513923984635 0.005337339390146
1.28649 0.862176584594489 0.877322543268254 0.015145958673765
1.32607 0.862176584594489 0.886930183801213 0.024753599206724
1.36565 0.862176584594488 0.896325256919246 0.034148672324758
1.40524 0.862176584594488 0.905495278615400 0.043318694020913
1.44482 0.946205437599934 0.914426725730641 0.031778711869293
1.48441 0.946205437599933 0.923104857706350 0.023100579893583
1.52399 0.946205437599934 0.931513492290442 0.014691945309492
1.56357 0.946205437599933 0.939634718387700 0.006570719212233
1.60316 0.946205437599934 0.947448521031608 0.001243083431674
1.64274 0.946205437599934 0.954932280009413 0.008726842409479
1.68233 0.946205437599933 0.962060080715699 0.015854643115766
1.72191 0.946205437599933 0.968801734584606 0.022596296984673
1.76150 0.988576007422822 0.975121327738249 0.013454679684573
1.80108 0.988576007422823 0.980974954224602 0.007601053198221
1.84066 0.988576007422823 0.986306920934060 0.002269086488763
1.88025 0.988576007422823 0.991042750488906 0.002466743066083
1.91983 0.988576007422823 0.995074270677845 0.006498263255022
1.95942 1.000000000000000 0.998218778005157 0.001781221994844
1.99900 0.999999999999999 0.999993083305493 0.000006916694506
