# param.mu, -tC, rho1, E_exact*2/z, rho_exact

-2.828417124746190e+00 -2.031516258822423e-04 1.075586867601319e-04 -4.514144580014719e-08 2.393991761336786e-08
-2.818417124746190e+00 -7.425671944905574e-04 3.944574159149746e-04 -1.379409968006157e-03 7.330893473021930e-04
-2.808417124746190e+00 -2.782260755488497e-03 1.482437429488106e-03 -3.767471604104931e-03 2.006414715872336e-03
-2.798417124746190e+00 -6.481665977211283e-03 3.462152766398244e-03 -6.696137276494106e-03 3.573500728950470e-03
-2.788417124746190e+00 -1.013580095411367e-02 5.424997119540452e-03 -9.988032197151506e-03 5.341222168669908e-03
-2.778417124746190e+00 -1.477690263929232e-02 7.926643902534867e-03 -1.354015389032028e-02 7.255519429016061e-03
-2.768417124746190e+00 -1.799452820515800e-02 9.668618881787355e-03 -1.728438153417821e-02 9.280610406424507e-03
-2.758417124746190e+00 -2.126334798087902e-02 1.144351462315366e-02 -2.117247760890679e-02 1.139111576531672e-02
-2.748417124746190e+00 -2.472352690440931e-02 1.332812928289586e-02 -2.516879735284538e-02 1.356823907080507e-02
-2.738417124746190e+00 -2.856572342299218e-02 1.542784879407238e-02 -2.924621942789395e-02 1.579763814856135e-02
-2.728417124746190e+00 -3.288907908696473e-02 1.779908830211079e-02 -3.338366230498597e-02 1.806812753044392e-02
-2.718417124746190e+00 -3.752100046041833e-02 2.034922399544672e-02 -3.756447068112009e-02 2.037083619561190e-02
-2.708417124746190e+00 -4.214553246160162e-02 2.290516940873091e-02 -4.177531763050119e-02 2.269863485308999e-02
-2.698417124746190e+00 -4.658463755658827e-02 2.536807429462597e-02 -4.600543068339440e-02 2.504573234133225e-02
-2.688417124746190e+00 -5.081277890524760e-02 2.772267253484490e-02 -5.024603069727204e-02 2.740738302857577e-02
-2.678417124746190e+00 -5.485408306009951e-02 2.998126361184711e-02 -5.448991560394376e-02 2.977966973661187e-02
-2.668417124746190e+00 -5.873346349569614e-02 3.215679616880879e-02 -5.873114571182601e-02 3.215933957954255e-02
-2.658417124746190e+00 -6.452994572923512e-02 3.541968118253595e-02 -6.296480194242937e-02 3.454367779251121e-02
-2.648417124746190e+00 -6.828845213811276e-02 3.754556017799082e-02 -6.718679752917392e-02 3.693040940300338e-02
-2.638417124746190e+00 -7.204700784385082e-02 3.967860477222281e-02 -7.139372959791888e-02 3.931762167117835e-02
-2.628417124746190e+00 -7.583943663278508e-02 4.183824408225036e-02 -7.558276095358636e-02 4.170370226170560e-02
-2.618417124746190e+00 -7.970804322195621e-02 4.404902968544461e-02 -7.975152505089854e-02 4.408728949228140e-02
-2.608417124746190e+00 -8.369456894734013e-02 4.633552104989555e-02 -8.389804897004866e-02 4.646723196369264e-02
-2.598417124746190e+00 -8.782216618883756e-02 4.871188439099751e-02 -8.802069052232914e-02 4.884255555519609e-02
-2.588417124746190e+00 -9.207426959658273e-02 5.116947907671877e-02 -9.211808654944054e-02 5.121243625743878e-02
-2.578417124746190e+00 -9.638952351893273e-02 5.367351232561603e-02 -9.618911016596653e-02 5.357617767188980e-02
-2.568417124746190e+00 -1.006861163217538e-01 5.617676826931584e-02 -1.002328352022854e-01 5.593319226984805e-02
-2.558417124746190e+00 -1.048974942980071e-01 5.864028663233775e-02 -1.042485064857229e-01 5.828298570198474e-02
-2.548417124746190e+00 -1.089896227759287e-01 6.104364767799482e-02 -1.082355148861023e-01 6.062514359931556e-02
-2.538417124746190e+00 -1.129554036936212e-01 6.338201631041059e-02 -1.121933762725190e-01 6.295932042124304e-02
-2.528417124746190e+00 -1.168014451071684e-01 6.565859918397413e-02 -1.161217136986089e-01 6.528522999494309e-02
-2.518417124746190e+00 -1.205382702028796e-01 6.787897976741358e-02 -1.200202422663332e-01 6.760263745940580e-02
-2.508417124746190e+00 -1.241757587863338e-01 7.004844678290677e-02 -1.238887562225145e-01 6.991135238164702e-02
-2.498417124746190e+00 -1.277218713562902e-01 7.217122628713903e-02 -1.277271179247519e-01 7.221122285547144e-02
-2.488417124746190e+00 -1.311827654261439e-01 7.425053176605539e-02 -1.315352483789125e-01 7.450213042728861e-02
-2.478417124746190e+00 -1.368512881879038e-01 7.767141392970010e-02 -1.353131191029391e-01 7.678398572083046e-02
-2.468417124746190e+00 -1.402728407989443e-01 7.974738857968025e-02 -1.390607451140112e-01 7.905672465464776e-02
-2.458417124746190e+00 -1.436833759700570e-01 8.182437951574284e-02 -1.427781788703859e-01 8.132030516411923e-02
-2.448417124746190e+00 -1.470938222233612e-01 8.390914434358192e-02 -1.464655050271435e-01 8.357470435424816e-02
-2.438417124746190e+00 -1.505171160580791e-01 8.600977682048182e-02 -1.501228358879027e-01 8.581991602142976e-02
-2.428417124746190e+00 -1.539669507880581e-01 8.813495833751507e-02 -1.537503074533281e-01 8.805594849215292e-02
-2.418417124746190e+00 -1.574554613098718e-01 9.029253244017554e-02 -1.573480759827497e-01 9.028282273469353e-02
-2.408417124746190e+00 -1.609897933977775e-01 9.248735233331291e-02 -1.609163149980422e-01 9.250057070654975e-02
-2.398417124746190e+00 -1.645683070264830e-01 9.471885033760409e-02 -1.644552126696032e-01 9.470923390596050e-02
-2.388417124746190e+00 -1.681782227149561e-01 9.697945681167223e-02 -1.679649695331769e-01 9.690886210050301e-02
-2.378417124746190e+00 -1.717967806314097e-01 9.925519516065980e-02 -1.714457964937554e-01 9.909951220968193e-02
-2.368417124746190e+00 -1.753963616257957e-01 1.015287961000915e-01 -1.748979130790616e-01 1.012812473217078e-01
-2.358417124746190e+00 -1.789513093485741e-01 1.037839648042843e-01 -1.783215459104271e-01 1.034541358274454e-01
