# param.mu, -tC, rho1, E_exact*2/z, rho_exact

-2.828417124746190e+00 -1.856854861806325e-03 9.788945951988200e-04 -4.514144580014719e-08 2.393991761336786e-08
-2.818417124746190e+00 -2.583974487420704e-03 1.366662207552156e-03 -1.379409968006157e-03 7.330893473021930e-04
-2.808417124746190e+00 -3.642098607403890e-03 1.932498947201637e-03 -3.767471604104931e-03 2.006414715872336e-03
-2.798417124746190e+00 -5.178981381261714e-03 2.756624686785219e-03 -6.696137276494106e-03 3.573500728950470e-03
-2.788417124746190e+00 -7.374052188758716e-03 3.937000106751552e-03 -9.988032197151506e-03 5.341222168669908e-03
-2.778417124746190e+00 -1.039252989584075e-02 5.564854645464768e-03 -1.354015389032028e-02 7.255519429016061e-03
-2.768417124746190e+00 -1.429429526934077e-02 7.675439822483284e-03 -1.728438153417821e-02 9.280610406424507e-03
-2.758417124746190e+00 -1.894912793390364e-02 1.020147504463412e-02 -2.117247760890679e-02 1.139111576531672e-02
-2.748417124746190e+00 -2.405745579031812e-02 1.298310744114432e-02 -2.516879735284538e-02 1.356823907080507e-02
-2.738417124746190e+00 -2.928632722835106e-02 1.584069716729538e-02 -2.924621942789395e-02 1.579763814856135e-02
-2.728417124746190e+00 -3.439608631118338e-02 1.864367471817289e-02 -3.338366230498597e-02 1.806812753044392e-02
-2.718417124746190e+00 -3.926998488388675e-02 2.132739816900343e-02 -3.756447068112009e-02 2.037083619561190e-02
-2.708417124746190e+00 -4.387772217360796e-02 2.387403394695406e-02 -4.177531763050119e-02 2.269863485308999e-02
-2.698417124746190e+00 -4.823128193686160e-02 2.628888715378931e-02 -4.600543068339440e-02 2.504573234133225e-02
-2.688417124746190e+00 -5.235689896815256e-02 2.858524145207092e-02 -5.024603069727204e-02 2.740738302857577e-02
-2.678417124746190e+00 -5.628205298829574e-02 3.077726301618213e-02 -5.448991560394376e-02 2.977966973661187e-02
-2.668417124746190e+00 -6.003090998134183e-02 3.287747439435629e-02 -5.873114571182601e-02 3.215933957954255e-02
-2.658417124746190e+00 -6.362346893183926e-02 3.489624897216825e-02 -6.296480194242937e-02 3.454367779251121e-02
-2.648417124746190e+00 -6.707601303637144e-02 3.684202595718181e-02 -6.718679752917392e-02 3.693040940300338e-02
-2.638417124746190e+00 -7.040185840260742e-02 3.872169654665270e-02 -7.139372959791888e-02 3.931762167117835e-02
-2.628417124746190e+00 -8.174350901739275e-02 4.515447194272729e-02 -7.558276095358636e-02 4.170370226170560e-02
-2.618417124746190e+00 -8.509328939216564e-02 4.707467641827669e-02 -7.975152505089854e-02 4.408728949228140e-02
-2.608417124746190e+00 -8.843573242495276e-02 4.899650168156686e-02 -8.389804897004866e-02 4.646723196369264e-02
-2.598417124746190e+00 -9.178066590802675e-02 5.092573462615119e-02 -8.802069052232914e-02 4.884255555519609e-02
-2.588417124746190e+00 -9.513898017227553e-02 5.286884907678967e-02 -9.211808654944054e-02 5.121243625743878e-02
-2.578417124746190e+00 -9.852236964776047e-02 5.483286561240085e-02 -9.618911016596653e-02 5.357617767188980e-02
-2.568417124746190e+00 -1.019429773204500e-01 5.682515197027847e-02 -1.002328352022854e-01 5.593319226984805e-02
-2.558417124746190e+00 -1.054129007435815e-01 5.885313838282156e-02 -1.042485064857229e-01 5.828298570198474e-02
-2.548417124746190e+00 -1.089435267967675e-01 6.092392656489592e-02 -1.082355148861023e-01 6.062514359931556e-02
-2.538417124746190e+00 -1.125446849533165e-01 6.304378385216844e-02 -1.121933762725190e-01 6.295932042124304e-02
-2.528417124746190e+00 -1.162236497493672e-01 6.521753803597867e-02 -1.161217136986089e-01 6.528522999494309e-02
-2.518417124746190e+00 -1.199840820339209e-01 6.744792387806282e-02 -1.200202422663332e-01 6.760263745940580e-02
-2.508417124746190e+00 -1.238250653661480e-01 6.973497350297385e-02 -1.238887562225145e-01 6.991135238164702e-02
-2.498417124746190e+00 -1.277404459335783e-01 7.207557647195731e-02 -1.277271179247519e-01 7.221122285547144e-02
-2.488417124746190e+00 -1.317186901288801e-01 7.446334218224442e-02 -1.315352483789125e-01 7.450213042728861e-02
-2.478417124746190e+00 -1.357434073817994e-01 7.688886069515519e-02 -1.353131191029391e-01 7.678398572083046e-02
-2.468417124746190e+00 -1.397945468609182e-01 7.934037662053245e-02 -1.390607451140112e-01 7.905672465464776e-02
-2.458417124746190e+00 -1.438501038131907e-01 8.180478615683349e-02 -1.427781788703859e-01 8.132030516411923e-02
-2.448417124746190e+00 -1.478880312405336e-01 8.426877960769474e-02 -1.464655050271435e-01 8.357470435424816e-02
-2.438417124746190e+00 -1.518880055746813e-01 8.671991806935637e-02 -1.501228358879027e-01 8.581991602142976e-02
-2.428417124746190e+00 -1.558327588009722e-01 8.914746629315456e-02 -1.537503074533281e-01 8.805594849215292e-02
-2.418417124746190e+00 -1.597088297627643e-01 9.154288515832942e-02 -1.573480759827497e-01 9.028282273469353e-02
-2.408417124746190e+00 -1.635067413941219e-01 9.389997965287593e-02 -1.609163149980422e-01 9.250057070654975e-02
-2.398417124746190e+00 -1.672207239360122e-01 9.621476839144109e-02 -1.644552126696032e-01 9.470923390596050e-02
-2.388417124746190e+00 -1.708481537400230e-01 9.848517337687065e-02 -1.679649695331769e-01 9.690886210050301e-02
-2.378417124746190e+00 -1.743888708522283e-01 1.007106274859786e-01 -1.714457964937554e-01 9.909951220968193e-02
-2.368417124746190e+00 -1.778444996446518e-01 1.028916755222603e-01 -1.748979130790616e-01 1.012812473217078e-01
-2.358417124746190e+00 -1.812178487872730e-01 1.050296166589045e-01 -1.783215459104271e-01 1.034541358274454e-01
-2.348417124746190e+00 -1.845124250952276e-01 1.071262111011695e-01 -1.817169273633559e-01 1.056182506568558e-01
-2.338417124746190e+00 -1.877320664429097e-01 1.091834558627125e-01 -1.850842943938716e-01 1.077736686052602e-01
-2.328417124746190e+00 -1.908806819953427e-01 1.112034239206870e-01 -1.884238875099795e-01 1.099204697384480e-01
-2.318417124746190e+00 -1.939620805853504e-01 1.131881561139359e-01 -1.917359498703377e-01 1.120587368671060e-01
-2.308417124746190e+00 -1.969798667412509e-01 1.151395939937656e-01 -1.950207264945894e-01 1.141885550822859e-01
-2.298417124746190e+00 -1.999373858143345e-01 1.170595427449551e-01 -1.982784635718341e-01 1.163100113446936e-01
-2.288417124746190e+00 -2.028377029376238e-01 1.189496550955628e-01 -2.015094078554525e-01 1.184231941215029e-01
-2.278417124746190e+00 -2.056836040347611e-01 1.208114291270245e-01 -2.047138061339988e-01 1.205281930651830e-01
-2.268417124746190e+00 -2.084776102277835e-01 1.226462147224379e-01 -2.078919047691626e-01 1.226250987295135e-01
-2.258417124746190e+00 -2.112219995549167e-01 1.244552249075304e-01 -2.110439492929227e-01 1.247140023185525e-01
-2.248417124746190e+00 -2.139188318852845e-01 1.262395495217028e-01 -2.141701840569855e-01 1.267949954648357e-01
-2.238417124746190e+00 -2.165699743755491e-01 1.280001695386226e-01 -2.172708519284329e-01 1.288681700335290e-01
-2.228417124746190e+00 -2.191771258519667e-01 1.297379709905648e-01 -2.203461940262430e-01 1.309336179496458e-01
-2.218417124746190e+00 -2.297877083972943e-01 1.368635085602918e-01 -2.233964494939810e-01 1.329914310457794e-01
-2.208417124746190e+00 -2.323622742920966e-01 1.386156030572862e-01 -2.264218553045125e-01 1.350417009280968e-01
-2.198417124746190e+00 -2.349247348440171e-01 1.403662790837399e-01 -2.294226460930761e-01 1.370845188585960e-01
-2.188417124746190e+00 -2.374763035343919e-01 1.421163948113416e-01 -2.323990540154824e-01 1.391199756518626e-01
-2.178417124746190e+00 -2.400183197915003e-01 1.438669091416136e-01 -2.353513086285703e-01 1.411481615847519e-01
-2.168417124746190e+00 -2.425522399648683e-01 1.456188773537011e-01 -2.382796367903896e-01 1.431691663176059e-01
-2.158417124746190e+00 -2.450796255476120e-01 1.473734447270686e-01 -2.411842625778559e-01 1.451830788257656e-01
-2.148417124746190e+00 -2.476021279864918e-01 1.491318376162428e-01 -2.440654072198863e-01 1.471899873402737e-01
-2.138417124746190e+00 -2.501214693331180e-01 1.508953513767003e-01 -2.469232890442391e-01 1.491899792967864e-01
-2.128417124746190e+00 -2.526394179374259e-01 1.526653344841203e-01 -2.497581234364879e-01 1.511831412918172e-01
-2.118417124746190e+00 -2.551577583880989e-01 1.544431681700422e-01 -2.525701228097233e-01 1.531695590455289e-01
-2.108417124746190e+00 -2.576782549911321e-01 1.562302409363658e-01 -2.553594965837394e-01 1.551493173703775e-01
-2.098417124746190e+00 -2.602026082786404e-01 1.580279174341488e-01 -2.581264511725917e-01 1.571225001449796e-01
-2.088417124746190e+00 -2.627324043873292e-01 1.598375014253542e-01 -2.608711899795391e-01 1.590891902926460e-01
-2.078417124746190e+00 -2.652690576673900e-01 1.616601929142387e-01 -2.635939133984860e-01 1.610494697640814e-01
-2.068417124746190e+00 -2.678137475916355e-01 1.634970400535993e-01 -2.662948188211391e-01 1.630034195237993e-01
-2.058417124746190e+00 -2.703673519205255e-01 1.653488870985697e-01 -2.689741006491762e-01 1.649511195398519e-01
-2.048417124746190e+00 -2.729303790925726e-01 1.672163204676707e-01 -2.716319503107997e-01 1.668926487765129e-01
-2.038417124746190e+00 -2.755029038541658e-01 1.690996158108878e-01 -2.742685562811180e-01 1.688280851895902e-01
-2.028417124746190e+00 -2.780845110684334e-01 1.709986897692678e-01 -2.768841041058531e-01 1.707575057240778e-01
-2.018417124746190e+00 -2.806742532548626e-01 1.729130606929833e-01 -2.794787764279296e-01 1.726809863138853e-01
-2.008417124746190e+00 -2.832706274977677e-01 1.748418227978738e-01 -2.820527530165458e-01 1.745986018834094e-01
-1.998417124746190e+00 -2.858715767352689e-01 1.767836379277027e-01 -2.846062107983742e-01 1.765104263507399e-01
-1.988417124746190e+00 -2.884745189984074e-01 1.787367481502705e-01 -2.871393238905711e-01 1.784165326323056e-01
-1.978417124746190e+00 -2.910764059480894e-01 1.806990108493713e-01 -2.896522636353138e-01 1.803169926487939e-01
-1.968417124746190e+00 -2.936738092657604e-01 1.826679559129866e-01 -2.921451986356102e-01 1.822118773321880e-01
-1.958417124746190e+00 -2.962630304671007e-01 1.846408623251262e-01 -2.946182947921604e-01 1.841012566337850e-01
-1.948417124746190e+00 -2.988402270074864e-01 1.866148493024080e-01 -2.970717153410639e-01 1.859851995330696e-01
