# param.mu, -tC, rho1, E_exact*2/z, rho_exact

-1.938417124746190e+00 -3.014015456155607e-01 1.885869754537492e-01 -2.995056208921957e-01 1.878637740473336e-01
-1.928417124746190e+00 -3.039432529903323e-01 1.905543385861204e-01 -3.019201694680942e-01 1.897370472419379e-01
-1.918417124746190e+00 -3.064618544754635e-01 1.925141688827801e-01 -3.043155165432143e-01 1.916050852411300e-01
-1.908417124746190e+00 -3.089541929742259e-01 1.944639092025809e-01 -3.066918150834241e-01 1.934679532393322e-01
-1.898417124746190e+00 -3.114175228597654e-01 1.964012779731108e-01 -3.090492155856330e-01 1.953257155128307e-01
-1.888417124746190e+00 -3.138495565060086e-01 1.983243122452372e-01 -3.113878661174496e-01 1.971784354317976e-01
-1.878417124746190e+00 -3.162484838393660e-01 2.002313905829391e-01 -3.137079123567856e-01 1.990261754725880e-01
-1.868417124746190e+00 -3.186129676051696e-01 2.021212372744253e-01 -3.160094976313261e-01 2.008689972302591e-01
-1.858417124746190e+00 -3.209421186252857e-01 2.039929106706720e-01 -3.182927629577999e-01 2.027069614312638e-01
-1.848417124746190e+00 -3.232354561310827e-01 2.058457792115545e-01 -3.205578470809887e-01 2.045401279462756e-01
-1.838417124746190e+00 -3.254928583649219e-01 2.076794889222147e-01 -3.228048865124256e-01 2.063685558031083e-01
-1.828417124746190e+00 -3.277145082161803e-01 2.094939259597101e-01 -3.250340155687347e-01 2.081923031996947e-01
-1.818417124746190e+00 -3.299008378905874e-01 2.112891773017240e-01 -3.272453664095745e-01 2.100114275170947e-01
-1.808417124746190e+00 -3.320524756888902e-01 2.130654920324454e-01 -3.294390690751495e-01 2.118259853325058e-01
-1.798417124746190e+00 -3.341701970400193e-01 2.148232450097990e-01 -3.316152515232632e-01 2.136360324322515e-01
-1.788417124746190e+00 -3.362548810946864e-01 2.165629040737028e-01 -3.337740396658835e-01 2.154416238247262e-01
-1.778417124746190e+00 -3.383074734922711e-01 2.182850014245515e-01 -3.359155574052060e-01 2.172428137532777e-01
-1.768417124746190e+00 -3.403289553848973e-01 2.199901093842505e-01 -3.380399266691897e-01 2.190396557090092e-01
-1.758417124746190e+00 -3.423203184310473e-01 2.216788204488211e-01 -3.401472674465591e-01 2.208322024434893e-01
-1.748417124746190e+00 -3.442825452355998e-01 2.233517313395338e-01 -3.422376978212541e-01 2.226205059813521e-01
-1.738417124746190e+00 -3.462165945864372e-01 2.250094306405274e-01 -3.443113340063242e-01 2.244046176327805e-01
-1.728417124746190e+00 -3.481233907920476e-01 2.266524895555245e-01 -3.463682903772556e-01 2.261845880058592e-01
-1.718417124746190e+00 -3.500038164349679e-01 2.282814553064605e-01 -3.484086795047310e-01 2.279604670187921e-01
-1.708417124746190e+00 -3.518587079020526e-01 2.298968467173260e-01 -3.504326121868148e-01 2.297323039119726e-01
-1.698417124746190e+00 -3.536888531186761e-01 2.314991515652317e-01 -3.524401974805649e-01 2.315001472599050e-01
-1.688417124746190e+00 -3.554949909887871e-01 2.330888253287359e-01 -3.544315427330713e-01 2.332640449829677e-01
-1.678417124746190e+00 -3.572778121184590e-01 2.346662910145248e-01 -3.564067536119200e-01 2.350240443590161e-01
-1.668417124746190e+00 -3.590379604724040e-01 2.362319397935246e-01 -3.583659341350880e-01 2.367801920348200e-01
-1.658417124746190e+00 -3.607760356781349e-01 2.377861322240063e-01 -3.603091867002704e-01 2.385325340373351e-01
-1.648417124746190e+00 -3.624925957496786e-01 2.393291998808183e-01 -3.622366121136438e-01 2.402811157848017e-01
-1.638417124746190e+00 -3.641881600519115e-01 2.408614472461950e-01 -3.641483096180723e-01 2.420259820976738e-01
-1.628417124746190e+00 -3.658632123677619e-01 2.423831537484967e-01 -3.660443769207604e-01 2.437671772093740e-01
-1.618417124746190e+00 -3.675182039646326e-01 2.438945758611841e-01 -3.679249102203591e-01 2.455047447768751e-01
-1.608417124746190e+00 -3.691535565841090e-01 2.453959491957669e-01 -3.697900042335325e-01 2.472387278911072e-01
-1.598417124746190e+00 -3.766442894413086e-01 2.523690208663116e-01 -3.716397522209903e-01 2.489691690871906e-01
-1.588417124746190e+00 -3.782423246944503e-01 2.538845989825260e-01 -3.734742460129959e-01 2.506961103544955e-01
-1.578417124746190e+00 -3.798322090117511e-01 2.554009193377181e-01 -3.752935760343551e-01 2.524195931465275e-01
-1.568417124746190e+00 -3.814141831080215e-01 2.569182506910155e-01 -3.770978313288960e-01 2.541396583906420e-01
-1.558417124746190e+00 -3.829885102928734e-01 2.584368900237627e-01 -3.788870995834452e-01 2.558563464975872e-01
-1.548417124746190e+00 -3.845554755097645e-01 2.599571623791084e-01 -3.806614671513120e-01 2.575696973708765e-01
-1.538417124746190e+00 -3.861153840336654e-01 2.614794203587082e-01 -3.824210190752858e-01 2.592797504159947e-01
-1.528417124746190e+00 -3.876685597780646e-01 2.630040432133675e-01 -3.841658391101571e-01 2.609865445494359e-01
-1.518417124746190e+00 -3.892153431566600e-01 2.645314354560466e-01 -3.858960097447699e-01 2.626901182075779e-01
-1.508417124746190e+00 -3.907560884405021e-01 2.660620249175779e-01 -3.876116122236149e-01 2.643905093553937e-01
-1.498417124746190e+00 -3.922911605481826e-01 2.675962601583777e-01 -3.893127265679701e-01 2.660877554950030e-01
-1.488417124746190e+00 -3.938209312056738e-01 2.691346071442087e-01 -3.909994315966003e-01 2.677818936740641e-01
-1.478417124746190e+00 -3.953457744145394e-01 2.706775450917321e-01 -3.926718049460214e-01 2.694729604940116e-01
-1.468417124746190e+00 -3.968660611735906e-01 2.722255613915148e-01 -3.943299230903397e-01 2.711609921181384e-01
-1.458417124746190e+00 -3.983821534108515e-01 2.737791455238603e-01 -3.959738613606736e-01 2.728460242795279e-01
-1.448417124746190e+00 -3.998943971012168e-01 2.753387818979959e-01 -3.976036939641668e-01 2.745280922888357e-01
-1.438417124746190e+00 -4.014031145717580e-01 2.769049415696582e-01 -3.992194940026010e-01 2.762072310419266e-01
-1.428417124746190e+00 -4.029085960322466e-01 2.784780728275782e-01 -4.008213334906168e-01 2.778834750273659e-01
-1.418417124746190e+00 -4.044110904138002e-01 2.800585906872515e-01 -4.024092833735493e-01 2.795568583337692e-01
-1.408417124746190e+00 -4.059107956536737e-01 2.816468653914547e-01 -4.039834135448890e-01 2.812274146570144e-01
-1.398417124746190e+00 -4.074078486279428e-01 2.832432100909387e-01 -4.055437928633736e-01 2.828951773073156e-01
-1.388417124746190e+00 -4.089023150041013e-01 2.848478679640367e-01 -4.070904891697198e-01 2.845601792161640e-01
-1.378417124746190e+00 -4.103941793582870e-01 2.864609991269635e-01 -4.086235693030021e-01 2.862224529431355e-01
-1.368417124746190e+00 -4.118833359715665e-01 2.880826677817359e-01 -4.101430991166863e-01 2.878820306825717e-01
-1.358417124746190e+00 -4.133695807791190e-01 2.897128301380827e-01 -4.116491434943256e-01 2.895389442701317e-01
-1.348417124746190e+00 -4.148526049866135e-01 2.913513237193059e-01 -4.131417663649262e-01 2.911932251892212e-01
-1.338417124746190e+00 -4.163319908805289e-01 2.929978587086101e-01 -4.146210307179883e-01 2.928449045772994e-01
-1.328417124746190e+00 -4.178072103348681e-01 2.946520120002286e-01 -4.160869986182327e-01 2.944940132320658e-01
-1.318417124746190e+00 -4.192776264488823e-01 2.963132245783723e-01 -4.175397312200164e-01 2.961405816175315e-01
-1.308417124746190e+00 -4.207424986359856e-01 2.979808027497444e-01 -4.189792887814460e-01 2.977846398699741e-01
-1.298417124746190e+00 -4.222009913245691e-01 2.996539236000562e-01 -4.204057306781948e-01 2.994262178037812e-01
-1.288417124746190e+00 -4.236521862347109e-01 3.013316448367289e-01 -4.218191154170305e-01 3.010653449171847e-01
-1.278417124746190e+00 -4.250950979746956e-01 3.030129189312434e-01 -4.232195006490594e-01 3.027020503978849e-01
-1.268417124746190e+00 -4.265286924767523e-01 3.046966112050126e-01 -4.246069431826932e-01 3.043363631285717e-01
-1.258417124746190e+00 -4.279519075849570e-01 3.063815212372880e-01 -4.259814989963455e-01 3.059683116923407e-01
-1.248417124746190e+00 -4.293636749422147e-01 3.080664067396623e-01 -4.273432232508621e-01 3.075979243780091e-01
-1.238417124746190e+00 -4.307629422172621e-01 3.097500088649915e-01 -4.286921703016935e-01 3.092252291853314e-01
-1.228417124746190e+00 -4.321486946797308e-01 3.114310778190539e-01 -4.300283937108123e-01 3.108502538301202e-01
-1.218417124746190e+00 -4.335199751762030e-01 3.131083976323302e-01 -4.313519462583834e-01 3.124730257492697e-01
-1.208417124746190e+00 -4.348759016779968e-01 3.147808090274118e-01 -4.326628799541916e-01 3.140935721056879e-01
-1.198417124746190e+00 -4.362156817485937e-01 3.164472294745618e-01 -4.339612460488311e-01 3.157119197931379e-01
-1.188417124746190e+00 -4.375386234952808e-01 3.181066697448230e-01 -4.352470950446641e-01 3.173280954409891e-01
-1.178417124746190e+00 -4.388441428024448e-01 3.197582465219883e-01 -4.365204767065518e-01 3.189421254188826e-01
-1.168417124746190e+00 -4.401317668701048e-01 3.214011908952843e-01 -4.377814400723627e-01 3.205540358413113e-01
-1.158417124746190e+00 -4.414011342809496e-01 3.230348527991684e-01 -4.390300334632644e-01 3.221638525721158e-01
-1.148417124746190e+00 -4.426519919782736e-01 3.246587016757936e-01 -4.402663044938029e-01 3.237716012288999e-01
-1.138417124746190e+00 -4.438841896479140e-01 3.262723237965451e-01 -4.414903000817735e-01 3.253773071873662e-01
-1.128417124746190e+00 -4.450976720582620e-01 3.278754167860616e-01 -4.427020664578885e-01 3.269809955855732e-01
-1.118417124746190e+00 -4.462924699274830e-01 3.294677819461590e-01 -4.439016491752456e-01 3.285826913281159e-01
-1.108417124746190e+00 -4.474686898637993e-01 3.310493149839175e-01 -4.450890931186030e-01 3.301824190902335e-01
-1.098417124746190e+00 -4.486265038726565e-01 3.326199957170155e-01 -4.462644425134603e-01 3.317802033218420e-01
-1.088417124746190e+00 -4.497661388539191e-01 3.341798772706981e-01 -4.474277409349589e-01 3.333760682514973e-01
-1.078417124746190e+00 -4.508878664321462e-01 3.357290752050129e-01 -4.485790313165931e-01 3.349700378902870e-01
-1.068417124746190e+00 -4.519919933813457e-01 3.372677569274014e-01 -4.497183559587477e-01 3.365621360356543e-01
-1.058417124746190e+00 -4.530788528282522e-01 3.387961316620128e-01 -4.508457565370586e-01 3.381523862751565e-01
-1.048417124746190e+00 -4.541487963491359e-01 3.403144411686470e-01 -4.519612741106029e-01 3.397408119901562e-01
-1.038417124746190e+00 -4.552021870165762e-01 3.418229513346938e-01 -4.530649491299212e-01 3.413274363594503e-01
-1.028417124746190e+00 -4.562393934054472e-01 3.433219447046615e-01 -4.541568214448761e-01 3.429122823628351e-01
-1.018417124746190e+00 -4.572607845312123e-01 3.448117139645159e-01 -4.552369303123495e-01 3.444953727846121e-01
-1.008417124746190e+00 -4.582667256676036e-01 3.462925563616014e-01 -4.563053144037854e-01 3.460767302170323e-01
-9.984171247461902e-01 -4.592575749735214e-01 3.477647690144321e-01 -4.573620118125743e-01 3.476563770636836e-01
-9.884171247461901e-01 -4.602336808490222e-01 3.492286450487574e-01 -4.584070600612919e-01 3.492343355428201e-01
-9.784171247461901e-01 -4.611953799359483e-01 3.506844704854397e-01 -4.594404961087854e-01 3.508106276906361e-01
-9.684171247461901e-01 -4.621429956788610e-01 3.521325218005030e-01 -4.604623563571197e-01 3.523852753644856e-01
-9.584171247461901e-01 -4.630768373650899e-01 3.535730640767719e-01 -4.614726766583783e-01 3.539583002460481e-01
-9.484171247461901e-01 -4.639971995679618e-01 3.550063496686624e-01 -4.624714923213282e-01 3.555297238444426e-01
-9.384171247461901e-01 -4.649043619237928e-01 3.564326173060000e-01 -4.634588381179476e-01 3.570995674992898e-01
-9.284171247461901e-01 -4.657985891803340e-01 3.578520915683094e-01 -4.644347482898206e-01 3.586678523837257e-01
-9.184171247461901e-01 -4.666801314617180e-01 3.592649826674376e-01 -4.653992565544019e-01 3.602345995073654e-01
-9.084171247461903e-01 -4.675492247020190e-01 3.606714864829015e-01 -4.663523961111523e-01 3.617998297192195e-01
-8.984171247461903e-01 -4.684060912063271e-01 3.620717848009967e-01 -4.672941996475517e-01 3.633635637105646e-01
-8.884171247461903e-01 -4.692509403044252e-01 3.634660457149079e-01 -4.682246993449859e-01 3.649258220177665e-01
-8.784171247461903e-01 -4.700839690677847e-01 3.648544241489989e-01 -4.691439268845162e-01 3.664866250250610e-01
-8.684171247461903e-01 -4.709053630656139e-01 3.662370624757623e-01 -4.700519134525281e-01 3.680459929672892e-01
-8.584171247461903e-01 -4.717152971400463e-01 3.676140911987808e-01 -4.709486897462661e-01 3.696039459325922e-01
-8.484171247461902e-01 -4.725139361844283e-01 3.689856296793371e-01 -4.718342859792554e-01 3.711605038650617e-01
-8.384171247461902e-01 -4.763435354934973e-01 3.757637087624960e-01 -4.727087318866103e-01 3.727156865673529e-01
-8.284171247461902e-01 -4.770937244065812e-01 3.771396985253068e-01 -4.735720567302354e-01 3.742695137032548e-01
-8.184171247461900e-01 -4.778368120549476e-01 3.785176682580852e-01 -4.744242893039187e-01 3.758220048002237e-01
-8.084171247461902e-01 -4.785728180679673e-01 3.798977426021530e-01 -4.752654579383200e-01 3.773731792518767e-01
-7.984171247461900e-01 -4.793017658562700e-01 3.812800595277675e-01 -4.760955905058568e-01 3.789230563204514e-01
-7.884171247461902e-01 -4.800236823833784e-01 3.826647706362191e-01 -4.769147144254874e-01 3.804716551392247e-01
-7.784171247461904e-01 -4.807385978758804e-01 3.840520413595928e-01 -4.777228566673972e-01 3.820189947149003e-01
-7.684171247461902e-01 -4.814465454663498e-01 3.854420510379299e-01 -4.785200437575849e-01 3.835650939299591e-01
-7.584171247461904e-01 -4.821475607629422e-01 3.868349928509405e-01 -4.793063017823557e-01 3.851099715449766e-01
-7.484171247461902e-01 -4.828416813393734e-01 3.882310735786238e-01 -4.800816563927188e-01 3.866536462009070e-01
-7.384171247461904e-01 -4.835289461388468e-01 3.896305131623319e-01 -4.808461328086933e-01 3.881961364213349e-01
-7.284171247461901e-01 -4.842093947855790e-01 3.910335440350161e-01 -4.815997558235232e-01 3.897374606146955e-01
-7.184171247461903e-01 -4.848830667978482e-01 3.924404101867829e-01 -4.823425498078057e-01 3.912776370764640e-01
-7.084171247461901e-01 -4.855500006971311e-01 3.938513659296983e-01 -4.830745387135278e-01 3.928166839913143e-01
-6.984171247461903e-01 -4.862102330088672e-01 3.952666743241267e-01 -4.837957460780216e-01 3.943546194352497e-01
-6.884171247461901e-01 -4.868637971519389e-01 3.966866052282784e-01 -4.845061950278326e-01 3.958914613777022e-01
-6.784171247461903e-01 -4.875107222160349e-01 3.981114329332184e-01 -4.852059082825060e-01 3.974272276836062e-01
-6.684171247461901e-01 -4.881510316288951e-01 3.995414333479181e-01 -4.858949081582922e-01 3.989619361154436e-01
-6.584171247461903e-01 -4.887847417190467e-01 4.009768807034674e-01 -4.865732165717700e-01 4.004956043352622e-01
-6.484171247461901e-01 -4.894118601841635e-01 4.024180437527400e-01 -4.872408550433948e-01 4.020282499066677e-01
-6.384171247461903e-01 -4.900323844805718e-01 4.038651814521670e-01 -4.878978447009656e-01 4.035598902967904e-01
-6.284171247461900e-01 -4.906463001558499e-01 4.053185381263743e-01 -4.885442062830181e-01 4.050905428782272e-01
-6.184171247461903e-01 -4.912535791536649e-01 4.067783381344649e-01 -4.891799601421431e-01 4.066202249309580e-01
-6.084171247461900e-01 -4.918541781279301e-01 4.082447800790739e-01 -4.898051262482295e-01 4.081489536442405e-01
-5.984171247461902e-01 -4.924480368117469e-01 4.097180306258156e-01 -4.904197241916371e-01 4.096767461184796e-01
-5.884171247461900e-01 -4.930350764949560e-01 4.111982180310229e-01 -4.910237731862960e-01 4.112036193670749e-01
-5.784171247461902e-01 -4.936151986719969e-01 4.126854255088779e-01 -4.916172920727371e-01 4.127295903182461e-01
-5.684171247461900e-01 -4.941882839284021e-01 4.141796846037560e-01 -4.922002993210537e-01 4.142546758168379e-01
-5.584171247461902e-01 -4.947541911388477e-01 4.156809687679142e-01 -4.927728130337932e-01 4.157788926261017e-01
-5.484171247461900e-01 -4.953127570513755e-01 4.171891873759477e-01 -4.933348509487849e-01 4.173022574294583e-01
-5.384171247461902e-01 -4.958637963302697e-01 4.187041804327613e-01 -4.938864304418982e-01 4.188247868322403e-01
-5.284171247461900e-01 -4.964071021232956e-01 4.202257142476590e-01 -4.944275685297388e-01 4.203464973634148e-01
-5.184171247461902e-01 -4.969424472070245e-01 4.217534783502941e-01 -4.949582818722794e-01 4.218674054772875e-01
-5.084171247461904e-01 -4.974695857464859e-01 4.232870839114177e-01 -4.954785867754272e-01 4.233875275551872e-01
-4.984171247461902e-01 -4.979882556826097e-01 4.248260639004149e-01 -4.959884991935300e-01 4.249068799071337e-01
-4.884171247461904e-01 -4.984981817335591e-01 4.263698751613915e-01 -4.964880347318198e-01 4.264254787734869e-01
-4.784171247461901e-01 -4.989990789655277e-01 4.279179025207066e-01 -4.969772086487970e-01 4.279433403265796e-01
-4.684171247461903e-01 -4.994906568566881e-01 4.294694649538366e-01 -4.974560358585538e-01 4.294604806723324e-01
-4.584171247461901e-01 -4.999726237471705e-01 4.310238237428651e-01 -4.979245309330403e-01 4.309769158518550e-01
-4.484171247461903e-01 -5.004446915407907e-01 4.325801924540700e-01 -4.983827081042709e-01 4.324926618430279e-01
-4.384171247461901e-01 -5.009065805032394e-01 4.341377484656311e-01 -4.988305812664739e-01 4.340077345620720e-01
