# mu2 n0_GS n_exact n_diff
-1.99900 0.000005466330440 0.000020094025004 0.000014627694564
-1.95942 0.004829952294574 0.004842605852443 0.000012653557870
-1.91983 0.012611768093812 0.012614070318263 0.000002302224451
-1.88025 0.021733453046014 0.021722879971030 0.000010573074984
-1.84066 0.031622140267340 0.031590983142134 0.000031157125206
-1.80108 0.041963497916647 0.041916049236119 0.000047448680528
-1.76150 0.052562339186340 0.052519498857585 0.000042840328756
-1.72191 0.063330728554245 0.063288695330938 0.000042033223307
-1.68233 0.074212416898745 0.074149624433113 0.000062792465632
-1.64274 0.085105891476807 0.085052326981201 0.000053564495606
-1.60316 0.096027648615054 0.095962495371258 0.000065153243796
-1.56357 0.106915988630216 0.106856345760595 0.000059642869620
-1.52399 0.117783178596605 0.117717353156284 0.000065825440320
-1.48441 0.128595345260232 0.128534101823437 0.000061243436795
-1.44482 0.139366189738921 0.139298831064092 0.000067358674829
-1.40524 0.150064395368493 0.150006429075478 0.000057966293015
-1.36565 0.160716152322913 0.160653723573062 0.000062428749851
-1.32607 0.171290222119983 0.171238973584966 0.000051248535017
-1.28649 0.181821851574332 0.181761500367302 0.000060351207029
-1.24690 0.192277668643769 0.192221416212122 0.000056252431648
-1.20732 0.202678185914597 0.202619423191933 0.000058762722665
-1.16773 0.213017853260246 0.212956662542245 0.000061190718002
-1.12815 0.223280687635263 0.223234601146875 0.000046086488388
-1.08856 0.233509113358876 0.233454945497440 0.000054167861437
-1.04898 0.243671390115745 0.243619576189818 0.000051813925927
-1.00940 0.253779271873980 0.253730497901765 0.000048773972215
-0.96981 0.263838337311907 0.263789801128541 0.000048536183366
-0.93023 0.273841833510435 0.273799632908829 0.000042200601607
-0.89064 0.283809651469596 0.283762174465774 0.000047477003821
-0.85106 0.293721986866181 0.293679624195041 0.000042362671140
-0.81148 0.303588762741089 0.303554184806495 0.000034577934594
-0.77189 0.313430688114357 0.313388053705451 0.000042634408906
-0.73231 0.323225027642385 0.323183415909231 0.000041611733155
-0.69272 0.332970860090544 0.332942438953560 0.000028421136984
-0.65314 0.342704366446587 0.342667269364318 0.000037097082269
-0.61355 0.352395401626510 0.352360030362888 0.000035371263622
-0.57397 0.362045598581405 0.362022820544869 0.000022778036536
-0.53439 0.371689274010772 0.371657713327350 0.000031560683422
-0.49480 0.381296113121938 0.381266757003146 0.000029356118792
-0.45522 0.390869346932077 0.390851975274154 0.000017371657923
-0.41563 0.400441398065261 0.400415368162594 0.000026029902667
-0.37605 0.409976712610018 0.409958913219785 0.000017799390232
-0.33647 0.419496903387711 0.419484566968707 0.000012336419004
-0.29688 0.429014390044429 0.428994266529699 0.000020123514730
-0.25730 0.438501974259475 0.438489931389093 0.000012042870382
-0.21771 0.447981176453052 0.447973465278858 0.000007711174194
-0.17813 0.457459914059282 0.457446758141901 0.000013155917381
-0.13854 0.466918204949910 0.466911688162896 0.000006516787014
-0.09896 0.476373376921471 0.476370123848575 0.000003253072897
-0.05938 0.485828582022363 0.485823926144630 0.000004655877733
-0.01979 0.495276360160170 0.495274950578767 0.000001409581403
0.01979 0.504723639839830 0.504725049421233 0.000001409581403
0.05938 0.514171417977637 0.514176073855370 0.000004655877733
0.09896 0.523626623078528 0.523629876151425 0.000003253072898
0.13854 0.533081795050092 0.533088311837104 0.000006516787012
0.17813 0.542540085940717 0.542553241858099 0.000013155917381
0.21771 0.552018823546949 0.552026534721142 0.000007711174194
0.25730 0.561498025740525 0.561510068610907 0.000012042870382
0.29688 0.570985609955572 0.571005733470301 0.000020123514729
0.33647 0.580503096612289 0.580515433031293 0.000012336419004
0.37605 0.590023287389982 0.590041086780214 0.000017799390232
0.41563 0.599558601934739 0.599584631837406 0.000026029902667
0.45522 0.609130653067922 0.609148024725846 0.000017371657923
0.49480 0.618703886878061 0.618733242996854 0.000029356118793
0.53439 0.628310725989228 0.628342286672650 0.000031560683422
0.57397 0.637954401418596 0.637977179455131 0.000022778036535
0.61355 0.647604598373490 0.647639969637112 0.000035371263622
0.65314 0.657295633553414 0.657332730635682 0.000037097082268
0.69272 0.667029139909456 0.667057561046440 0.000028421136984
0.73231 0.676774972357615 0.676816584090769 0.000041611733155
0.77189 0.686569311885641 0.686611946294549 0.000042634408908
0.81148 0.696411237258911 0.696445815193505 0.000034577934595
0.85106 0.706278013133819 0.706320375804959 0.000042362671140
0.89064 0.716190348530403 0.716237825534226 0.000047477003822
0.93023 0.726158166489565 0.726200367091171 0.000042200601606
0.96981 0.736161662688095 0.736210198871459 0.000048536183365
1.00940 0.746220728126019 0.746269502098235 0.000048773972216
1.04898 0.756328609884255 0.756380423810182 0.000051813925928
1.08856 0.766490886641125 0.766545054502561 0.000054167861436
1.12815 0.776719312364738 0.776765398853125 0.000046086488388
1.16773 0.786982146739754 0.787043337457755 0.000061190718001
1.20732 0.797321814085404 0.797380576808067 0.000058762722664
1.24690 0.807722331356230 0.807778583787878 0.000056252431648
1.28649 0.818178148425669 0.818238499632698 0.000060351207028
1.32607 0.828709777880018 0.828761026415034 0.000051248535016
1.36565 0.839283847677088 0.839346276426938 0.000062428749850
1.40524 0.849935604631507 0.849993570924522 0.000057966293015
1.44482 0.860633810261080 0.860701168935908 0.000067358674828
1.48441 0.871404654739769 0.871465898176563 0.000061243436794
1.52399 0.882216821403395 0.882282646843716 0.000065825440321
