# mu2 e0_GS e_exact e_diff
-1.99900 0.000000000000000 -0.000034793434796 0.000034793434796
-1.95942 -0.008030601028952 -0.008286902399440 0.000256301370487
-1.91983 -0.019635358515500 -0.021336006803288 0.001700648287789
-1.88025 -0.038399205117916 -0.036321612791133 0.002077592326783
-1.84066 -0.049970422626772 -0.052219467979376 0.002249045352604
-1.80108 -0.067251963727803 -0.068500273825546 0.001248310097743
-1.76150 -0.085229352750702 -0.084856969414688 0.000372383336013
-1.72191 -0.103686534146210 -0.101100431775932 0.002586102370277
-1.68233 -0.115661494375739 -0.117110109091778 0.001448614716039
-1.64274 -0.134133205342644 -0.132807726444830 0.001325478897814
-1.60316 -0.145646577393147 -0.148142163733343 0.002495586340197
-1.56357 -0.163845701362320 -0.163080271169430 0.000765430192890
-1.52399 -0.174782663315144 -0.177601057162536 0.002818393847392
-1.48441 -0.192457123239127 -0.191691890276384 0.000765232962744
-1.44482 -0.202795530432464 -0.205345952537455 0.002550422104991
-1.40524 -0.219757126665322 -0.218560495525040 0.001196631140282
-1.36565 -0.229480746158506 -0.231335625323633 0.001854879165127
-1.32607 -0.245619340633661 -0.243673443757666 0.001945896875995
-1.28649 -0.254694842305089 -0.255577434260685 0.000882591955596
-1.24690 -0.269975133195415 -0.267052018490134 0.002923114705281
-1.20732 -0.278353253604583 -0.278102233813406 0.000251019791177
-1.16773 -0.286481878209809 -0.288733497413173 0.002251619203364
-1.12815 -0.300425486897178 -0.298951433127091 0.001474053770086
-1.08856 -0.307941549798208 -0.308761744139069 0.000820194340861
-1.04898 -0.320917213839022 -0.318170119443754 0.002747094395268
-1.00940 -0.327744161290821 -0.327182165349304 0.000561995941516
-0.96981 -0.334374712328314 -0.335803355640214 0.001428643311899
-0.93023 -0.345926371721241 -0.344038995702305 0.001887376018936
-0.89064 -0.351924115885391 -0.351894197122851 0.000029918762541
-0.85106 -0.357687498664342 -0.359373860159617 0.001686361495274
-0.81148 -0.367820834490310 -0.366482662118986 0.001338172371324
-0.77189 -0.372991692559525 -0.373225050161439 0.000233357601914
-0.73231 -0.377917734565300 -0.379605237408836 0.001687502843536
-0.69272 -0.386623340247339 -0.385627201495038 0.000996138752301
-0.65314 -0.390980429535835 -0.391294684902914 0.000314255367079
-0.61355 -0.395097062148368 -0.396611196583568 0.001514134435201
-0.57397 -0.402363050502155 -0.401580014470043 0.000783036032112
-0.53439 -0.405921680591234 -0.406204188586881 0.000282507995647
-0.49480 -0.409250792828072 -0.410486544525326 0.001235751697255
-0.45522 -0.415068228050214 -0.414429687106649 0.000638540943565
-0.41563 -0.417842108903703 -0.418036004096801 0.000193895193098
-0.37605 -0.420399122295626 -0.421307669867090 0.000908547571464
-0.33647 -0.424763177341770 -0.424246648919948 0.000516528421823
-0.29688 -0.426763249925604 -0.426854699217791 0.000091449292187
-0.25730 -0.428557931892833 -0.429133375267638 0.000575443374805
-0.21771 -0.431467033818808 -0.431084030925479 0.000383002893329
-0.17813 -0.432701450890387 -0.432707821893222 0.000006371002835
-0.13854 -0.433739011516320 -0.434005707887807 0.000266696371488
-0.09896 -0.435193318905179 -0.434978454467362 0.000214864437818
-0.05938 -0.435667759587969 -0.435626634503319 0.000041125084650
-0.01979 -0.435949868516164 -0.435950629290623 0.000000760774459
0.01979 -0.435949868516164 -0.435950629290623 0.000000760774459
0.05938 -0.435667759587968 -0.435626634503319 0.000041125084649
0.09896 -0.435193318905179 -0.434978454467362 0.000214864437818
0.13854 -0.433739011516320 -0.434005707887807 0.000266696371488
0.17813 -0.432701450890387 -0.432707821893222 0.000006371002835
0.21771 -0.431467033818808 -0.431084030925479 0.000383002893329
0.25730 -0.428557931892832 -0.429133375267638 0.000575443374805
0.29688 -0.426763249925604 -0.426854699217791 0.000091449292187
0.33647 -0.424763177341770 -0.424246648919948 0.000516528421823
0.37605 -0.420399122295626 -0.421307669867090 0.000908547571464
0.41563 -0.417842108903703 -0.418036004096801 0.000193895193098
0.45522 -0.415068228050214 -0.414429687106649 0.000638540943565
0.49480 -0.409250792828072 -0.410486544525326 0.001235751697255
0.53439 -0.405921680591235 -0.406204188586881 0.000282507995646
0.57397 -0.402363050502156 -0.401580014470043 0.000783036032113
0.61355 -0.395097062148368 -0.396611196583568 0.001514134435200
0.65314 -0.390980429535836 -0.391294684902914 0.000314255367079
0.69272 -0.386623340247339 -0.385627201495038 0.000996138752301
0.73231 -0.377917734565300 -0.379605237408836 0.001687502843537
0.77189 -0.372991692559525 -0.373225050161439 0.000233357601914
0.81148 -0.367820834490309 -0.366482662118986 0.001338172371324
0.85106 -0.357687498664343 -0.359373860159617 0.001686361495274
0.89064 -0.351924115885392 -0.351894197122851 0.000029918762541
0.93023 -0.345926371721241 -0.344038995702305 0.001887376018937
0.96981 -0.334374712328314 -0.335803355640214 0.001428643311899
1.00940 -0.327744161290821 -0.327182165349304 0.000561995941517
1.04898 -0.320917213839022 -0.318170119443754 0.002747094395267
1.08856 -0.307941549798209 -0.308761744139069 0.000820194340861
1.12815 -0.300425486897179 -0.298951433127091 0.001474053770087
1.16773 -0.286481878209809 -0.288733497413173 0.002251619203364
1.20732 -0.278353253604582 -0.278102233813406 0.000251019791177
1.24690 -0.269975133195414 -0.267052018490134 0.002923114705281
1.28649 -0.254694842305089 -0.255577434260685 0.000882591955596
1.32607 -0.245619340633660 -0.243673443757666 0.001945896875994
1.36565 -0.229480746158507 -0.231335625323633 0.001854879165126
1.40524 -0.219757126665321 -0.218560495525040 0.001196631140281
1.44482 -0.202795530432463 -0.205345952537455 0.002550422104991
1.48441 -0.192457123239127 -0.191691890276384 0.000765232962743
1.52399 -0.174782663315143 -0.177601057162536 0.002818393847393
1.56357 -0.163845701362319 -0.163080271169430 0.000765430192889
1.60316 -0.145646577393147 -0.148142163733343 0.002495586340197
1.64274 -0.134133205342645 -0.132807726444830 0.001325478897814
1.68233 -0.115661494375738 -0.117110109091778 0.001448614716039
1.72191 -0.103686534146210 -0.101100431775932 0.002586102370278
1.76150 -0.085229352750703 -0.084856969414688 0.000372383336014
1.80108 -0.067251963727802 -0.068500273825546 0.001248310097744
1.84066 -0.049970422626772 -0.052219467979376 0.002249045352604
1.88025 -0.038399205117916 -0.036321612791133 0.002077592326783
1.91983 -0.019635358515499 -0.021336006803288 0.001700648287789
1.95942 -0.008030601028952 -0.008286902399440 0.000256301370488
1.99900 0.000000000000000 -0.000034793434796 0.000034793434796
