# mu2 e0_GS e_exact e_diff
-1.99900 -0.000010628468104 -0.000034793434796 0.000024164966691
-1.95942 -0.006222402548004 -0.008286902399440 0.002064499851436
-1.91983 -0.021584273434717 -0.021336006803288 0.000248266631429
-1.88025 -0.037276491766827 -0.036321612791133 0.000954878975694
-1.84066 -0.053164419001463 -0.052219467979376 0.000944951022087
-1.80108 -0.069638727045112 -0.068500273825546 0.001138453219567
-1.76150 -0.086321450048925 -0.084856969414688 0.001464480634237
-1.72191 -0.102828338307840 -0.101100431775932 0.001727906531908
-1.68233 -0.118998030916754 -0.117110109091778 0.001887921824976
-1.64274 -0.134793496628110 -0.132807726444830 0.001985770183279
-1.60316 -0.150203101375818 -0.148142163733343 0.002060937642475
-1.56357 -0.165208611234596 -0.163080271169430 0.002128340065166
-1.52399 -0.179789308307972 -0.177601057162536 0.002188251145436
-1.48441 -0.193932863637570 -0.191691890276384 0.002240973361187
-1.44482 -0.207628996816965 -0.205345952537455 0.002283044279510
-1.40524 -0.220878865099108 -0.218560495525040 0.002318369574068
-1.36565 -0.233680755507258 -0.231335625323633 0.002345130183625
-1.32607 -0.246041944865145 -0.243673443757666 0.002368501107479
-1.28649 -0.257964248493887 -0.255577434260685 0.002386814233202
-1.24690 -0.269453949933269 -0.267052018490134 0.002401931443135
-1.20732 -0.280518158458466 -0.278102233813406 0.002415924645061
-1.16773 -0.291159457447854 -0.288733497413173 0.002425960034680
-1.12815 -0.301387145192287 -0.298951433127091 0.002435712065196
-1.08856 -0.311205396336744 -0.308761744139069 0.002443652197674
-1.04898 -0.320619661928078 -0.318170119443754 0.002449542484324
-1.00940 -0.329637579988634 -0.327182165349304 0.002455414639329
-0.96981 -0.338263081489030 -0.335803355640214 0.002459725848816
-0.93023 -0.346502313578969 -0.344038995702305 0.002463317876665
-0.89064 -0.354360859857223 -0.351894197122851 0.002466662734372
-0.85106 -0.361842693888140 -0.359373860159617 0.002468833728523
-0.81148 -0.368953483813596 -0.366482662118986 0.002470821694610
-0.77189 -0.375697950652852 -0.373225050161439 0.002472900491413
-0.73231 -0.382079613653792 -0.379605237408836 0.002474376244956
-0.69272 -0.388102402318839 -0.385627201495038 0.002475200823801
-0.65314 -0.393770400755486 -0.391294684902914 0.002475715852572
-0.61355 -0.399087758828309 -0.396611196583568 0.002476562244741
-0.57397 -0.404057706689206 -0.401580014470043 0.002477692219163
-0.53439 -0.408682423045088 -0.406204188586881 0.002478234458207
-0.49480 -0.412964480107092 -0.410486544525326 0.002477935581765
-0.45522 -0.416907363054390 -0.414429687106649 0.002477675947741
-0.41563 -0.420514215775118 -0.418036004096801 0.002478211678317
-0.37605 -0.423786692565481 -0.421307669867090 0.002479022698391
-0.33647 -0.426725802693705 -0.424246648919948 0.002479153773758
-0.29688 -0.429333233757146 -0.426854699217791 0.002478534539355
-0.25730 -0.431611514230884 -0.429133375267638 0.002478138963246
-0.21771 -0.433562482516015 -0.431084030925479 0.002478451590537
-0.17813 -0.435186776406987 -0.432707821893222 0.002478954513765
-0.13854 -0.436484672461616 -0.434005707887807 0.002478964573809
-0.09896 -0.437457081847410 -0.434978454467362 0.002478627380048
-0.05938 -0.438105124498921 -0.435626634503319 0.002478489995602
-0.01979 -0.438429222104481 -0.435950629290623 0.002478592813858
0.01979 -0.438429222104481 -0.435950629290623 0.002478592813858
0.05938 -0.438105124498921 -0.435626634503319 0.002478489995602
0.09896 -0.437457081847412 -0.434978454467362 0.002478627380050
0.13854 -0.436484672461616 -0.434005707887807 0.002478964573809
0.17813 -0.435186776406987 -0.432707821893222 0.002478954513765
