# mu2 n0_GS n_exact n_diff
-1.99900 0.000080244220637 0.000020094025004 0.000060150195634
-1.95942 0.002849596811094 0.004842605852443 0.001993009041349
-1.91983 0.012039241948797 0.012614070318263 0.000574828369466
-1.88025 0.023009660119088 0.021722879971030 0.001286780148058
-1.84066 0.033512349701224 0.031590983142134 0.001921366559090
-1.80108 0.043426311250300 0.041916049236119 0.001510262014181
-1.76150 0.053860270912092 0.052519498857585 0.001340772054507
-1.72191 0.064282612781900 0.063288695330938 0.000993917450962
-1.68233 0.075213118334964 0.074149624433113 0.001063493901851
-1.64274 0.086606248697562 0.085052326981201 0.001553921716361
-1.60316 0.097983170830932 0.095962495371258 0.002020675459674
-1.56357 0.109086210344518 0.106856345760595 0.002229864583923
-1.52399 0.119960176964021 0.117717353156284 0.002242823807736
-1.48441 0.130595791815516 0.128534101823437 0.002061689992078
-1.44482 0.141107199899151 0.139298831064092 0.001808368835059
-1.40524 0.151883501678654 0.150006429075478 0.001877072603177
-1.36565 0.162572602553995 0.160653723573062 0.001918878980932
-1.32607 0.172917985394007 0.171238973584966 0.001679011809041
-1.28649 0.183274632046009 0.181761500367302 0.001513131678707
-1.24690 0.193765113626571 0.192221416212122 0.001543697414450
-1.20732 0.204310536416341 0.202619423191933 0.001691113224408
-1.16773 0.214826708469244 0.212956662542245 0.001870045926999
-1.12815 0.225121091483131 0.223234601146875 0.001886490336257
-1.08856 0.235262696920759 0.233454945497440 0.001807751423319
-1.04898 0.245280979620542 0.243619576189818 0.001661403430724
-1.00940 0.255203370533960 0.253730497901765 0.001472872632195
-0.96981 0.265078290014015 0.263789801128541 0.001288488885474
-0.93023 0.275046546304667 0.273799632908829 0.001246913395838
-0.89064 0.285200581240372 0.283762174465774 0.001438406774597
-0.85106 0.295154765006480 0.293679624195041 0.001475140811439
-0.81148 0.304852504645743 0.303554184806495 0.001298319839248
-0.77189 0.314476622402289 0.313388053705451 0.001088568696838
-0.73231 0.324131058436620 0.323183415909231 0.000947642527389
-0.69272 0.333854047428116 0.332942438953560 0.000911608474556
-0.65314 0.343624419648748 0.342667269364318 0.000957150284429
-0.61355 0.353438105871511 0.352360030362888 0.001078075508623
-0.57397 0.363110659872732 0.362022820544869 0.001087839327864
-0.53439 0.372676179140560 0.371657713327350 0.001018465813209
-0.49480 0.382143959511876 0.381266757003146 0.000877202508730
-0.45522 0.391543211646192 0.390851975274154 0.000691236372038
-0.41563 0.400912266048160 0.400415368162594 0.000496897885566
-0.37605 0.410311487736964 0.409958913219785 0.000352574517178
-0.33647 0.419855240830219 0.419484566968707 0.000370673861512
-0.29688 0.429563667064892 0.428994266529699 0.000569400535194
-0.25730 0.439128471248759 0.438489931389093 0.000638539859666
-0.21771 0.448484167736092 0.447973465278858 0.000510702457234
-0.17813 0.457757698329117 0.457446758141901 0.000310940187216
-0.13854 0.467032419200907 0.466911688162896 0.000120731038012
-0.09896 0.476356934635511 0.476370123848575 0.000013189213064
-0.05938 0.485755928842305 0.485823926144630 0.000067997302326
-0.01979 0.495222720409859 0.495274950578767 0.000052230168908
0.01979 0.504777279590142 0.504725049421233 0.000052230168909
0.05938 0.514244071157695 0.514176073855370 0.000067997302326
0.09896 0.523643065364489 0.523629876151425 0.000013189213064
0.13854 0.532967580799092 0.533088311837104 0.000120731038012
0.17813 0.542242301670884 0.542553241858099 0.000310940187215
0.21771 0.551515832263908 0.552026534721142 0.000510702457234
0.25730 0.560871528751242 0.561510068610907 0.000638539859666
0.29688 0.570436332935107 0.571005733470301 0.000569400535194
0.33647 0.580144759169780 0.580515433031293 0.000370673861512
0.37605 0.589688512263036 0.590041086780214 0.000352574517178
0.41563 0.599087733951839 0.599584631837406 0.000496897885567
0.45522 0.608456788353807 0.609148024725846 0.000691236372038
0.49480 0.617856040488124 0.618733242996854 0.000877202508730
0.53439 0.627323820859441 0.628342286672650 0.001018465813208
0.57397 0.636889340127267 0.637977179455131 0.001087839327864
0.61355 0.646561894128490 0.647639969637112 0.001078075508622
0.65314 0.656375580351252 0.657332730635682 0.000957150284430
0.69272 0.666145952571884 0.667057561046440 0.000911608474557
0.73231 0.675868941563381 0.676816584090769 0.000947642527389
0.77189 0.685523377597710 0.686611946294549 0.001088568696839
0.81148 0.695147495354257 0.696445815193505 0.001298319839249
0.85106 0.704845234993520 0.706320375804959 0.001475140811439
0.89064 0.714799418759628 0.716237825534226 0.001438406774598
0.93023 0.724953453695333 0.726200367091171 0.001246913395838
0.96981 0.734921709985985 0.736210198871459 0.001288488885474
1.00940 0.744796629466040 0.746269502098235 0.001472872632195
1.04898 0.754719020379458 0.756380423810182 0.001661403430724
1.08856 0.764737303079242 0.766545054502561 0.001807751423319
1.12815 0.774878908516868 0.776765398853125 0.001886490336257
1.16773 0.785173291530758 0.787043337457755 0.001870045926997
1.20732 0.795689463583658 0.797380576808067 0.001691113224409
1.24690 0.806234886373429 0.807778583787878 0.001543697414449
1.28649 0.816725367953991 0.818238499632698 0.001513131678707
1.32607 0.827082014605992 0.828761026415034 0.001679011809042
1.36565 0.837427397446006 0.839346276426938 0.001918878980932
1.40524 0.848116498321346 0.849993570924522 0.001877072603176
1.44482 0.858892800100848 0.860701168935908 0.001808368835060
1.48441 0.869404208184485 0.871465898176563 0.002061689992078
1.52399 0.880039823035979 0.882282646843716 0.002242823807737
1.56357 0.890913789655481 0.893143654239405 0.002229864583924
1.60316 0.902016829169068 0.904037504628742 0.002020675459674
1.64274 0.913393751302438 0.914947673018799 0.001553921716361
1.68233 0.924786881665035 0.925850375566887 0.001063493901852
1.72191 0.935717387218101 0.936711304669062 0.000993917450961
1.76150 0.946139729087909 0.947480501142415 0.001340772054507
1.80108 0.956573688749700 0.958083950763881 0.001510262014180
1.84066 0.966487650298776 0.968409016857866 0.001921366559089
1.88025 0.976990339880911 0.978277120028970 0.001286780148059
1.91983 0.987960758051202 0.987385929681737 0.000574828369465
1.95942 0.997150403188905 0.995157394147557 0.001993009041348
1.99900 0.999919755779363 0.999979905974997 0.000060150195634
