# mu2 e0_GS e_exact e_diff
-1.99900 -0.000001136003398 -0.000023825425493 0.000022689422096
-1.95942 -0.005686380058596 -0.005827420470349 0.000141040411753
-1.91983 -0.015291573175626 -0.015347370778987 0.000055797603361
-1.88025 -0.026658118042871 -0.026643159815943 0.000014958226928
-1.84066 -0.039039334798195 -0.038965569100451 0.000073765697744
-1.80108 -0.052013448713856 -0.051891240881433 0.000122207832424
-1.76150 -0.065312503221954 -0.065150449702480 0.000162053519475
-1.72191 -0.078755109484973 -0.078560138247783 0.000194971237190
-1.68233 -0.092213397585269 -0.091991097445635 0.000222300139635
-1.64274 -0.105594780529750 -0.105349680349373 0.000245100180377
-1.60316 -0.118830949989480 -0.118566740245532 0.000264209743948
-1.56357 -0.131870835770654 -0.131590543183453 0.000280292587201
-1.52399 -0.144675907308101 -0.144382029626177 0.000293877681925
-1.48441 -0.157216930073552 -0.156911540782195 0.000305389291357
-1.44482 -0.169471666957990 -0.169156496771217 0.000315170186773
-1.40524 -0.181423213876814 -0.181099714149817 0.000323499726997
-1.36565 -0.193058770994503 -0.192728164696119 0.000330606298383
-1.32607 -0.204368723764384 -0.204032045703450 0.000336678060934
-1.28649 -0.215345945666911 -0.215004074453512 0.000341871213399
-1.24690 -0.225985262701552 -0.225638946714689 0.000346315986863
-1.20732 -0.236283038459448 -0.235932916995170 0.000350121464278
-1.16773 -0.246236849730444 -0.245883470326947 0.000353379403498
-1.12815 -0.255845231010327 -0.255489063636817 0.000356167373510
-1.08856 -0.265107471770839 -0.264748920554312 0.000358551216527
-1.04898 -0.274023454672258 -0.273662867625138 0.000360587047120
-1.00940 -0.282593525736648 -0.282231202868407 0.000362322868241
-0.96981 -0.290818389641037 -0.290454589784629 0.000363799856408
-0.93023 -0.298699024966819 -0.298333971523615 0.000365053443204
-0.89064 -0.306236615337844 -0.305870501117634 0.000366114220211
-0.85106 -0.313432493237279 -0.313065484586872 0.000367008650407
-0.81148 -0.320288094057265 -0.319920334410047 0.000367759647217
-0.77189 -0.326804918546092 -0.326436531378882 0.000368387167211
-0.73231 -0.332984501857374 -0.332615593261428 0.000368908595945
-0.69272 -0.338828387987162 -0.338459049015391 0.000369338971771
-0.65314 -0.344338109138268 -0.343968417540161 0.000369691598107
-0.61355 -0.349515168176912 -0.349145190151432 0.000369978025480
-0.57397 -0.354361024271904 -0.353990816116951 0.000370208154953
-0.53439 -0.358877081884896 -0.358506690715199 0.000370391169697
-0.49480 -0.363064679765224 -0.362694145377630 0.000370534387593
-0.45522 -0.366925084323311 -0.366554439554614 0.000370644768697
-0.41563 -0.370459482354325 -0.370088754009620 0.000370728344705
-0.37605 -0.373668974859989 -0.373298185298563 0.000370789561426
-0.33647 -0.376554575202121 -0.376183741234008 0.000370833968114
