# mu2 e0_GS e_exact e_diff
-1.99900 -0.000013608369479 -0.000023825425493 0.000010217056014
-1.95942 -0.005421995639726 -0.005827420470349 0.000405424830623
-1.91983 -0.015240731817862 -0.015347370778987 0.000106638961125
-1.88025 -0.026591363451196 -0.026643159815943 0.000051796364747
-1.84066 -0.039257096032546 -0.038965569100451 0.000291526932095
-1.80108 -0.052290362186404 -0.051891240881433 0.000399121304971
-1.76150 -0.065615664370604 -0.065150449702480 0.000465214668125
-1.72191 -0.079150635130731 -0.078560138247783 0.000590496882948
-1.68233 -0.092687883669957 -0.091991097445635 0.000696786224322
-1.64274 -0.106102639465712 -0.105349680349373 0.000752959116340
-1.60316 -0.119360396291965 -0.118566740245532 0.000793656046433
-1.56357 -0.132440559400914 -0.131590543183453 0.000850016217461
-1.52399 -0.145281973645616 -0.144382029626177 0.000899944019439
-1.48441 -0.157843935094957 -0.156911540782195 0.000932394312762
-1.44482 -0.170113894222581 -0.169156496771217 0.000957397451364
-1.40524 -0.182080284952059 -0.181099714149817 0.000980570802242
-1.36565 -0.193730233092117 -0.192728164696119 0.001002068395997
-1.32607 -0.205056613743405 -0.204032045703450 0.001024568039955
-1.28649 -0.216050100472850 -0.215004074453512 0.001046026019337
-1.24690 -0.226688840260894 -0.225638946714689 0.001049893546205
-1.20732 -0.236994468826394 -0.235932916995170 0.001061551831224
-1.16773 -0.246958384345620 -0.245883470326947 0.001074914018674
-1.12815 -0.256568059983310 -0.255489063636817 0.001078996346493
-1.08856 -0.265838535627739 -0.264748920554312 0.001089615073427
-1.04898 -0.274760864122578 -0.273662867625138 0.001097996497440
-1.00940 -0.283333487383078 -0.282231202868407 0.001102284514671
-0.96981 -0.291554777822354 -0.290454589784629 0.001100188037725
-0.93023 -0.299442612166668 -0.298333971523615 0.001108640643053
-0.89064 -0.306984814694149 -0.305870501117634 0.001114313576516
-0.85106 -0.314178108678149 -0.313065484586872 0.001112624091277
-0.81148 -0.321036057107207 -0.319920334410047 0.001115722697160
-0.77189 -0.327557182338367 -0.326436531378882 0.001120650959485
-0.73231 -0.333738344463471 -0.332615593261428 0.001122751202043
-0.69272 -0.339577435269179 -0.338459049015391 0.001118386253787
-0.65314 -0.345088518772025 -0.343968417540161 0.001120101231864
-0.61355 -0.350271477299935 -0.349145190151432 0.001126287148503
-0.57397 -0.355116075979606 -0.353990816116951 0.001125259862655
-0.53439 -0.359629501560261 -0.358506690715199 0.001122810845062
-0.49480 -0.363818196572660 -0.362694145377630 0.001124051195030
-0.45522 -0.367682805245044 -0.366554439554614 0.001128365690431
-0.41563 -0.371215203971008 -0.370088754009620 0.001126449961388
-0.37605 -0.374421805056473 -0.373298185298563 0.001123619757910
-0.33647 -0.377308634268536 -0.376183741234008 0.001124893034528
-0.29688 -0.379874200779562 -0.378746337169137 0.001127863610425
-0.25730 -0.382113806773733 -0.380986792965434 0.001127013808299
-0.21771 -0.384031159879081 -0.382905830532230 0.001125329346851
-0.17813 -0.385629565767924 -0.384504071846496 0.001125493921428
-0.13854 -0.386909167803431 -0.385782037378410 0.001127130425020
-0.09896 -0.387866714172019 -0.386740144862830 0.001126569309190
-0.05938 -0.388504662638660 -0.387378708369461 0.001125954269199
-0.01979 -0.388824103634932 -0.387697937635646 0.001126165999285
0.01979 -0.388824103634932 -0.387697937635646 0.001126165999285
0.05938 -0.388504662638661 -0.387378708369461 0.001125954269199
0.09896 -0.387866714172020 -0.386740144862830 0.001126569309190
0.13854 -0.386909167803431 -0.385782037378410 0.001127130425021
0.17813 -0.385629565767924 -0.384504071846496 0.001125493921428
0.21771 -0.384031159879081 -0.382905830532230 0.001125329346850
0.25730 -0.382113806773733 -0.380986792965434 0.001127013808299
0.29688 -0.379874200779561 -0.378746337169137 0.001127863610425
0.33647 -0.377308634268536 -0.376183741234008 0.001124893034528
0.37605 -0.374421805056474 -0.373298185298563 0.001123619757911
0.41563 -0.371215203971009 -0.370088754009620 0.001126449961388
0.45522 -0.367682805245044 -0.366554439554614 0.001128365690430
0.49480 -0.363818196572660 -0.362694145377630 0.001124051195030
0.53439 -0.359629501560260 -0.358506690715199 0.001122810845061
0.57397 -0.355116075979606 -0.353990816116951 0.001125259862655
0.61355 -0.350271477299934 -0.349145190151432 0.001126287148502
0.65314 -0.345088518772025 -0.343968417540161 0.001120101231864
0.69272 -0.339577435269179 -0.338459049015391 0.001118386253787
0.73231 -0.333738344463472 -0.332615593261428 0.001122751202043
0.77189 -0.327557182338367 -0.326436531378882 0.001120650959485
0.81148 -0.321036057107208 -0.319920334410047 0.001115722697160
