# mu2 n0_GS n_exact n_diff
-1.99900 0.000003950160326 0.000014895358570 0.000010945198244
-1.95942 0.003668716296370 0.003686644113347 0.000017927816977
-1.91983 0.009815364559760 0.009824600716394 0.000009236156634
-1.88025 0.017259116253906 0.017257655428255 0.000001460825651
-1.84066 0.025558066132175 0.025538055450450 0.000020010681725
-1.80108 0.034446181686240 0.034412236154157 0.000033945532082
-1.76150 0.043748765803596 0.043717431678572 0.000031334125024
-1.72191 0.053375890967131 0.053341929699728 0.000033961267403
-1.68233 0.063254167771458 0.063205742171451 0.000048425600008
-1.64274 0.073294693119939 0.073249889427261 0.000044803692677
-1.60316 0.083488986311829 0.083429936051411 0.000059050260418
-1.56357 0.093765706602560 0.093711853668644 0.000053852933916
-1.52399 0.104131616521980 0.104069253952568 0.000062362569412
-1.48441 0.114538832953660 0.114481473877368 0.000057359076293
-1.44482 0.124997808602733 0.124932214065497 0.000065594537236
-1.40524 0.135463622537105 0.135408548518976 0.000055074018129
-1.36565 0.145962080936918 0.145900190786066 0.000061890150852
-1.32607 0.156450556757238 0.156398941383405 0.000051615373833
-1.28649 0.166959307748903 0.166898265910930 0.000061041837973
-1.24690 0.177451573932629 0.177392969035552 0.000058604897077
-1.20732 0.187939044842370 0.187878939862511 0.000060104979859
-1.16773 0.198416669142347 0.198352951173747 0.000063717968600
-1.12815 0.208860729993323 0.208812499794769 0.000048230198555
-1.08856 0.219312796719239 0.219255678697565 0.000057118021673
-1.04898 0.229736662546745 0.229681073826683 0.000055588720062
-1.00940 0.240138448965533 0.240087680352560 0.000050768612973
-0.96981 0.250526831306003 0.250474834311429 0.000051996994573
-0.93023 0.260888412997128 0.260842156519718 0.000046256477411
-0.89064 0.271240305098992 0.271189506345293 0.000050798753699
-0.85106 0.281563036343360 0.281516943442450 0.000046092900909
-0.81148 0.291863064596555 0.291824695957287 0.000038368639268
-0.77189 0.302159541060495 0.302113134017428 0.000046407043066
-0.73231 0.312422355511872 0.312382747558060 0.000039607953812
-0.69272 0.322665928569277 0.322634127721994 0.000031800847283
-0.65314 0.332908731093027 0.332867951217324 0.000040779875704
-0.61355 0.343123999284408 0.343084967131553 0.000039032152855
-0.57397 0.353311710615560 0.353285985792708 0.000025724822852
-0.53439 0.363506743754408 0.363471869341200 0.000034874413209
-0.49480 0.373670043567789 0.373643523735011 0.000026519832778
-0.45522 0.383821728828232 0.383801891958234 0.000019836869997
-0.41563 0.393976735819639 0.393947948241390 0.000028787578248
-0.37605 0.404102744079574 0.404082693133205 0.000020050946369
-0.33647 0.414221387387423 0.414207149288933 0.000014238098490
-0.29688 0.424344537068300 0.424322357861122 0.000022179207178
-0.25730 0.434443000743691 0.434429375395642 0.000013625348049
-0.21771 0.444538240035782 0.444529271149743 0.000008968886040
-0.17813 0.454637533061934 0.454623124760149 0.000014408301785
-0.13854 0.464719421383818 0.464712024198430 0.000007397185388
-0.09896 0.474800876841243 0.474797063958250 0.000003812882993
-0.05938 0.484884415081001 0.484879343424992 0.000005071656009
-0.01979 0.494961535916504 0.494959965382766 0.000001570533738
0.01979 0.505038464083494 0.505040034617234 0.000001570533740
0.05938 0.515115584918998 0.515120656575008 0.000005071656010
0.09896 0.525199123158757 0.525202936041750 0.000003812882993
0.13854 0.535280578616183 0.535287975801570 0.000007397185387
0.17813 0.545362466938065 0.545376875239851 0.000014408301785
0.21771 0.555461759964217 0.555470728850257 0.000008968886040
0.25730 0.565556999256309 0.565570624604358 0.000013625348049
0.29688 0.575655462931699 0.575677642138878 0.000022179207179
0.33647 0.585778612612577 0.585792850711066 0.000014238098489
0.37605 0.595897255920427 0.595917306866795 0.000020050946369
0.41563 0.606023264180362 0.606052051758610 0.000028787578248
0.45522 0.616178271171768 0.616198108041766 0.000019836869997
0.49480 0.626329956432212 0.626356476264989 0.000026519832777
0.53439 0.636493256245591 0.636528130658800 0.000034874413209
0.57397 0.646688289384440 0.646714014207292 0.000025724822851
0.61355 0.656876000715592 0.656915032868447 0.000039032152855
0.65314 0.667091268906972 0.667132048782676 0.000040779875705
0.69272 0.677334071430723 0.677365872278006 0.000031800847283
0.73231 0.687577644488129 0.687617252441940 0.000039607953811
0.77189 0.697840458939505 0.697886865982572 0.000046407043067
0.81148 0.708136935403444 0.708175304042713 0.000038368639269
0.85106 0.718436963656640 0.718483056557550 0.000046092900910
0.89064 0.728759694901008 0.728810493654707 0.000050798753699
0.93023 0.739111587002872 0.739157843480282 0.000046256477411
0.96981 0.749473168693998 0.749525165688571 0.000051996994573
1.00940 0.759861551034467 0.759912319647441 0.000050768612974
1.04898 0.770263337453256 0.770318926173317 0.000055588720061
1.08856 0.780687203280763 0.780744321302435 0.000057118021672
1.12815 0.791139270006677 0.791187500205231 0.000048230198554
1.16773 0.801583330857653 0.801647048826253 0.000063717968600
1.20732 0.812060955157630 0.812121060137489 0.000060104979859
1.24690 0.822548426067370 0.822607030964448 0.000058604897077
1.28649 0.833040692251097 0.833101734089070 0.000061041837973
1.32607 0.843549443242761 0.843601058616595 0.000051615373834
1.36565 0.854037919063081 0.854099809213934 0.000061890150853
1.40524 0.864536377462895 0.864591451481024 0.000055074018129
1.44482 0.875002191397267 0.875067785934504 0.000065594537236
1.48441 0.885461167046339 0.885518526122633 0.000057359076293
1.52399 0.895868383478020 0.895930746047432 0.000062362569412
1.56357 0.906234293397440 0.906288146331356 0.000053852933916
1.60316 0.916511013688171 0.916570063948589 0.000059050260418
1.64274 0.926705306880062 0.926750110572739 0.000044803692676
1.68233 0.936745832228543 0.936794257828550 0.000048425600007
1.72191 0.946624109032869 0.946658070300273 0.000033961267404
1.76150 0.956251234196404 0.956282568321428 0.000031334125024
1.80108 0.965553818313761 0.965587763845843 0.000033945532082
1.84066 0.974441933867824 0.974461944549550 0.000020010681726
1.88025 0.982740883746094 0.982742344571745 0.000001460825651
1.91983 0.990184635440241 0.990175399283606 0.000009236156635
1.95942 0.996331283703631 0.996313355886653 0.000017927816977
1.99900 0.999996049839675 0.999985104641430 0.000010945198245
