# mu2 e0_GS e_exact e_diff
-1.99900 0.000000000000000 -0.000023825425493 0.000023825425493
-1.95942 -0.005758932679348 -0.005827420470349 0.000068487791001
-1.91983 -0.025978620086069 -0.015347370778987 0.010631249307082
-1.88025 -0.025978620086069 -0.026643159815943 0.000664539729874
-1.84066 -0.025978620086068 -0.038965569100451 0.012986949014383
-1.80108 -0.063187723225265 -0.051891240881433 0.011296482343833
-1.76150 -0.063187723225265 -0.065150449702480 0.001962726477215
-1.72191 -0.063187723225265 -0.078560138247783 0.015372415022518
-1.68233 -0.114387638718192 -0.091991097445635 0.022396541272557
-1.64274 -0.114387638718192 -0.105349680349373 0.009037958368819
-1.60316 -0.114387638718192 -0.118566740245532 0.004179101527340
-1.56357 -0.114387638718192 -0.131590543183453 0.017202904465261
-1.52399 -0.173623067989351 -0.144382029626177 0.029241038363175
-1.48441 -0.173623067989352 -0.156911540782195 0.016711527207157
-1.44482 -0.173623067989351 -0.169156496771217 0.004466571218134
-1.40524 -0.173623067989352 -0.181099714149817 0.007476646160465
-1.36565 -0.173623067989352 -0.192728164696119 0.019105096706768
-1.32607 -0.173623067989352 -0.204032045703450 0.030408977714098
-1.28649 -0.234238763290693 -0.215004074453512 0.019234688837180
-1.24690 -0.234238763290693 -0.225638946714689 0.008599816576004
-1.20732 -0.234238763290693 -0.235932916995170 0.001694153704477
-1.16773 -0.234238763290693 -0.245883470326947 0.011644707036254
-1.12815 -0.234238763290693 -0.255489063636817 0.021250300346124
-1.08856 -0.290154804397303 -0.264748920554312 0.025405883842991
-1.04898 -0.290154804397303 -0.273662867625138 0.016491936772165
-1.00940 -0.290154804397303 -0.282231202868407 0.007923601528896
-0.96981 -0.290154804397304 -0.290454589784629 0.000299785387325
-0.93023 -0.290154804397304 -0.298333971523615 0.008179167126311
-0.89064 -0.290154804397304 -0.305870501117634 0.015715696720330
-0.85106 -0.290154804397303 -0.313065484586872 0.022910680189568
-0.81148 -0.336399616244428 -0.319920334410047 0.016479281834381
-0.77189 -0.336399616244428 -0.326436531378882 0.009963084865546
-0.73231 -0.336399616244428 -0.332615593261428 0.003784022983000
-0.69272 -0.336399616244428 -0.338459049015391 0.002059432770964
-0.65314 -0.336399616244428 -0.343968417540161 0.007568801295733
-0.61355 -0.336399616244428 -0.349145190151432 0.012745573907004
-0.57397 -0.336399616244428 -0.353990816116951 0.017591199872523
-0.53439 -0.369262777313577 -0.358506690715199 0.010756086598378
-0.49480 -0.369262777313577 -0.362694145377630 0.006568631935947
-0.45522 -0.369262777313577 -0.366554439554614 0.002708337758963
-0.41563 -0.369262777313577 -0.370088754009620 0.000825976696043
-0.37605 -0.369262777313577 -0.373298185298563 0.004035407984986
-0.33647 -0.369262777313577 -0.376183741234008 0.006920963920431
-0.29688 -0.369262777313577 -0.378746337169137 0.009483559855560
-0.25730 -0.386299682319334 -0.380986792965434 0.005312889353900
-0.21771 -0.386299682319334 -0.382905830532230 0.003393851787103
-0.17813 -0.386299682319334 -0.384504071846496 0.001795610472837
-0.13854 -0.386299682319333 -0.385782037378410 0.000517644940923
-0.09896 -0.386299682319334 -0.386740144862830 0.000440462543496
-0.05938 -0.386299682319334 -0.387378708369461 0.001079026050127
-0.01979 -0.386299682319334 -0.387697937635646 0.001398255316313
0.01979 -0.386299682319334 -0.387697937635646 0.001398255316313
0.05938 -0.386299682319334 -0.387378708369461 0.001079026050127
0.09896 -0.386299682319334 -0.386740144862830 0.000440462543496
0.13854 -0.386299682319334 -0.385782037378410 0.000517644940923
0.17813 -0.386299682319334 -0.384504071846496 0.001795610472838
0.21771 -0.386299682319334 -0.382905830532230 0.003393851787104
0.25730 -0.386299682319334 -0.380986792965434 0.005312889353900
0.29688 -0.369262777313577 -0.378746337169137 0.009483559855559
0.33647 -0.369262777313577 -0.376183741234008 0.006920963920431
0.37605 -0.369262777313577 -0.373298185298563 0.004035407984986
0.41563 -0.369262777313577 -0.370088754009620 0.000825976696043
0.45522 -0.369262777313577 -0.366554439554614 0.002708337758963
0.49480 -0.369262777313577 -0.362694145377630 0.006568631935947
0.53439 -0.369262777313577 -0.358506690715199 0.010756086598378
0.57397 -0.336399616244428 -0.353990816116951 0.017591199872523
0.61355 -0.336399616244428 -0.349145190151432 0.012745573907004
0.65314 -0.336399616244428 -0.343968417540161 0.007568801295732
0.69272 -0.336399616244428 -0.338459049015391 0.002059432770964
0.73231 -0.336399616244428 -0.332615593261428 0.003784022983000
0.77189 -0.336399616244428 -0.326436531378882 0.009963084865546
0.81148 -0.336399616244428 -0.319920334410047 0.016479281834381
0.85106 -0.290154804397303 -0.313065484586872 0.022910680189569
0.89064 -0.290154804397303 -0.305870501117634 0.015715696720330
0.93023 -0.290154804397304 -0.298333971523615 0.008179167126311
0.96981 -0.290154804397304 -0.290454589784629 0.000299785387325
1.00940 -0.290154804397304 -0.282231202868407 0.007923601528896
1.04898 -0.290154804397303 -0.273662867625138 0.016491936772165
1.08856 -0.290154804397303 -0.264748920554312 0.025405883842991
1.12815 -0.234238763290693 -0.255489063636817 0.021250300346124
1.16773 -0.234238763290693 -0.245883470326947 0.011644707036253
1.20732 -0.234238763290694 -0.235932916995170 0.001694153704476
1.24690 -0.234238763290692 -0.225638946714689 0.008599816576003
1.28649 -0.234238763290693 -0.215004074453512 0.019234688837180
1.32607 -0.173623067989352 -0.204032045703450 0.030408977714098
1.36565 -0.173623067989352 -0.192728164696119 0.019105096706767
1.40524 -0.173623067989351 -0.181099714149817 0.007476646160466
1.44482 -0.173623067989351 -0.169156496771217 0.004466571218134
1.48441 -0.173623067989352 -0.156911540782195 0.016711527207157
1.52399 -0.173623067989351 -0.144382029626177 0.029241038363175
1.56357 -0.114387638718191 -0.131590543183453 0.017202904465262
1.60316 -0.114387638718192 -0.118566740245532 0.004179101527340
1.64274 -0.114387638718192 -0.105349680349373 0.009037958368819
1.68233 -0.114387638718192 -0.091991097445635 0.022396541272558
1.72191 -0.063187723225265 -0.078560138247783 0.015372415022518
1.76150 -0.063187723225265 -0.065150449702480 0.001962726477215
1.80108 -0.063187723225265 -0.051891240881433 0.011296482343832
1.84066 -0.025978620086069 -0.038965569100451 0.012986949014382
1.88025 -0.025978620086068 -0.026643159815943 0.000664539729874
1.91983 -0.025978620086068 -0.015347370778987 0.010631249307081
1.95942 -0.005758932679347 -0.005827420470349 0.000068487791001
1.99900 -0.000000000000000 -0.000023825425493 0.000023825425493
